fold_id,train_start,train_end,val_start,val_end,test_start,test_end,n_train,n_test,retrained,selected_config,val_ir2,val_sharpe,test_ir2,test_arc,qqq_test_arc,test_mdd,test_sharpe,test_sortino,test_n_trades,test_total_tc,test_cash
1,2003-03-27,2008-03-26,2008-03-31,2009-03-27,2009-03-30,2010-03-26,1283,243,True,hier_k30,0.0,-1.321,0.3794,12.19,32.82,18.56,0.7041,1.1143,241,0.9308,25.44
2,2004-03-29,2009-03-26,2009-03-30,2010-03-26,2010-03-29,2011-03-28,1266,243,False,hier_k30,0.4073,0.722,0.0,-17.07,-13.66,27.48,-0.799,-0.9329,241,0.969,23.57
3,2005-03-28,2010-03-26,2010-03-29,2011-03-28,2011-03-29,2012-03-28,1250,247,True,hier_k20,0.0,-0.7894,0.0,-2.61,8.59,14.67,-0.0408,-0.0664,244,1.08,18.31
4,2006-03-27,2011-03-25,2011-03-29,2012-03-28,2012-03-29,2013-03-28,1232,246,True,hier_k30,0.0238,0.2888,0.44,12.46,24.16,19.7,0.6463,1.0088,245,1.0005,18.8
5,2007-03-27,2012-03-26,2012-03-29,2013-03-28,2013-03-29,2014-03-28,1223,245,False,hier_k30,0.4697,0.6693,0.5065,16.8,18.5,19.95,0.698,0.9551,244,1.0293,14.45
6,2008-03-27,2013-03-26,2013-03-29,2014-03-28,2014-03-31,2015-03-27,1223,245,False,hier_k30,0.4585,0.6724,8.1126,34.25,32.34,9.49,2.0048,2.9031,244,0.8934,17.43
7,2009-03-27,2014-03-26,2014-03-31,2015-03-27,2015-03-30,2016-03-28,1223,244,False,hier_k30,8.1133,1.9938,0.0,-3.05,-12.79,17.25,-0.0059,-0.0087,243,0.9379,17.86
8,2010-03-29,2015-03-26,2015-03-30,2016-03-28,2016-03-29,2017-03-28,1225,245,True,hier_k30,0.0,-0.0715,2.1372,18.98,11.34,8.74,1.0602,1.5052,243,1.0286,17.28
9,2011-03-28,2016-03-25,2016-03-29,2017-03-28,2017-03-29,2018-03-28,1227,258,False,hier_k30,2.13,1.0578,0.8316,12.02,10.66,12.41,0.8353,1.1111,255,0.8773,20.63
10,2012-03-27,2017-03-24,2017-03-29,2018-03-28,2018-03-29,2019-03-28,1225,255,False,hier_k30,0.9065,0.8669,0.0,-0.79,1.03,16.84,-0.0648,-0.0852,253,0.8933,22.03
11,2013-03-27,2018-03-26,2018-03-29,2019-03-28,2019-03-29,2020-03-27,1237,240,True,hier_k30,0.0086,0.1235,0.0,-18.14,-12.54,27.88,-0.8862,-1.0468,239,0.947,19.41
12,2014-03-27,2019-03-26,2019-03-29,2020-03-27,2020-03-30,2021-03-26,1247,243,True,hier_k20,0.0,-0.5693,13.8809,32.29,52.83,4.78,1.9466,2.8137,241,0.8613,23.62
13,2015-03-27,2020-03-26,2020-03-30,2021-03-26,2021-03-29,2022-03-28,1242,244,False,hier_k20,13.9298,1.9393,3.1899,27.35,-4.34,12.19,1.3162,2.1711,242,0.9695,19.06
14,2016-03-28,2021-03-26,2021-03-29,2022-03-28,2022-03-29,2023-03-28,1242,245,False,hier_k20,3.2117,1.3208,0.0,-3.48,-2.82,11.71,-0.1261,-0.1627,242,0.8176,21.0
15,2017-03-27,2022-03-25,2022-03-29,2023-03-28,2023-03-29,2024-03-28,1241,246,True,hier_k30,0.0,-0.2047,10.1082,34.06,47.55,8.67,2.2557,3.2979,244,0.784,23.78
16,2018-03-27,2023-03-24,2023-03-29,2024-03-28,2024-03-29,2025-03-28,1227,244,False,hier_k30,10.1128,2.2557,0.0545,5.05,-6.57,21.4,0.3059,0.3413,243,0.7542,23.99
