,RL Agent,QQQ
2009-03-31,-0.015249573721294858,-0.015365354849434687
2009-04-01,0.017287422510804493,0.029888338475235088
2009-04-02,0.0269932662998899,0.04404622539099168
2009-04-03,-0.0002468746978242531,0.0034472852950284683
2009-04-06,0.007588421766450562,0.012353351110444333
2009-04-07,-0.0002602226462634923,-0.0028313701970780203
2009-04-08,-0.028456210355505128,-0.026926739870852257
2009-04-09,0.04311193260522172,0.03735304711013954
2009-04-10,-0.0020784928694996363,0.005389239593013961
2009-04-13,0.006111836829745797,-0.004426614857054201
2009-04-14,-0.008994470393333651,-0.009160249210602545
2009-04-15,-0.0222370661693053,-0.011277093605851607
2009-04-16,0.017203394930364106,0.0014068238608495598
2009-04-17,0.013704266614149448,0.017397577750695836
2009-04-20,0.021184133505761715,0.001927563010874822
2009-04-21,-0.018604143127490886,-0.023913266127902788
2009-04-22,0.003366075970476868,0.0018332133462146682
2009-04-23,0.004861501281511016,0.01371672379963429
2009-04-24,-0.015459479875849329,-0.01571373095914952
2009-04-27,0.0014779476595044453,0.002107215199043777
2009-04-28,-0.048931892509850895,-0.026651530500106713
2009-04-30,0.030981343805132136,0.039380658157059045
2009-05-01,0.01940473400826132,0.0168901182703185
2009-05-07,0.04889559944466237,0.04548437602491595
2009-05-08,0.008252809776966526,0.005021456239997724
2009-05-11,-0.0028540218340389095,0.002030185052247502
2009-05-12,-0.019343010331463427,-0.016226241441629097
2009-05-13,-0.005634768117031034,0.004503886196872697
2009-05-14,-0.028284304749901772,-0.026418288487350616
2009-05-15,0.023559658721582638,0.0188359511081424
2009-05-18,-0.020555574896006734,-0.02442834586577114
2009-05-19,0.02223911124006913,0.027835847607815323
2009-05-20,0.014736744731952214,0.005850152056230629
2009-05-21,-0.00471767234430938,-0.00861341483895084
2009-05-22,-0.0018579651777394595,-0.004138622398800806
2009-05-25,0.010278341780757153,0.013136021154986244
2009-05-26,-0.003590099292414737,-0.003871876504493388
2009-05-27,0.00556651016790333,0.01374316164144318
2009-05-28,0.021745967435849434,0.0013370511003278907
2009-05-29,0.017069993995808164,0.007523798532024006
2009-06-01,0.025675034164926933,0.016303491730112807
2009-06-02,0.0009825825457689702,0.002744395165456881
2009-06-03,0.0083467466622284,0.0038498721925352974
2009-06-04,0.006783569194562468,-0.007463808722797061
2009-06-05,0.006835801054590123,0.010244101236085434
2009-06-08,0.005245441722262681,0.00999385949951015
2009-06-09,-0.02108771042296203,-0.00798829585628369
2009-06-10,0.03193703263881725,0.020912810835362894
2009-06-11,0.00890071019711201,-0.0010168809668696932
