date,QQQ Buy-and-Hold,Equal-Weight Monthly,Inverse Volatility,Momentum Top-20%,Supervised + MVO
2009-04-06,0.9975270682505326,0.992930488413814,0.992930488413814,0.992930488413814,0.992930488413814
2009-04-07,0.9712520832798417,0.9600547038831605,0.9600942624565773,0.9600942624565773,0.9600942624565773
2009-04-08,0.9876353412526631,0.982329693164195,0.9825464091053003,0.9825464091053003,0.9825464091053003
2009-04-09,1.0182379908379615,1.0245666603614747,1.0252553086855225,1.0252553086855225,1.0252553086855225
2009-04-13,1.0166920509376267,1.0176108235613703,1.018337408054965,1.018337408054965,1.018337408054965
2009-04-14,1.0043282094632444,1.0100375900235534,1.0091833403187693,1.0105910298640601,1.0105910298640601
2009-04-15,1.001545735582096,1.007939973027312,1.0050288911404321,1.0084186902193208,1.0084186902193208
2009-04-16,1.0275119275879818,1.0423407504555682,1.0336254030853922,1.0422646698060205,1.0422646698060205
2009-04-17,1.029675521524007,1.050830156619633,1.0374772945965645,1.0499681311416391,1.0499681311416391
2009-04-20,0.9965998720831614,1.005912480821826,1.0004589315313495,1.0062794081337325,1.0062794081337325
2009-04-21,1.010510062094356,1.025546194714698,1.016688282043331,1.0258245710029499,1.0258245710029499
2009-04-22,1.013601397046389,1.040400102917536,1.0261150337686102,1.0407310860926202,1.0407310860926202
2009-04-23,1.0234927154077815,1.0368440116666497,1.0248217198702874,1.0373137183123877,1.0373137183123877
2009-04-24,1.0414220494930968,1.065048297164851,1.0491951187499926,1.0650403313278252,1.0650403313278252
2009-04-27,1.0426584472617508,1.051106367605083,1.0404141007209262,1.052270218664002,1.052270218664002
2009-04-28,1.0349303141999064,1.0466124817386353,1.0387976896861721,1.0485981998650717,1.0485981998650717
2009-04-29,1.0491499101306225,1.0721717400019872,1.0595300199493483,1.0738654831351864,1.0738654831351864
2009-04-30,1.0596599722249787,1.098982385135815,1.0790469225214534,1.1004723942817263,1.1004723942817263
2009-05-01,1.062442105575729,1.1040667948549114,1.0820798045569302,1.1050831913246508,1.1050831913246508
2009-05-04,1.0834623659766,1.138982520770293,1.111118739870095,1.1400448722078775,1.1400448722078775
2009-05-05,1.0825351698092287,1.133695311985084,1.104391438854768,1.1570541417536808,1.134625880652777
2009-05-06,1.082844167092273,1.1287151943429912,1.099756906926973,1.157195602784286,1.1297241397926494
2009-05-07,1.0574960377585554,1.0942412555795573,1.0696783911105967,1.1095408888651281,1.0955586744743153
2009-05-08,1.0581144409611214,1.101102707125713,1.0754823302730427,1.1216119687020343,1.1020157211200257
2009-05-11,1.0618239066914021,1.0979742914635577,1.0746230942728556,1.1064082061385334,1.099269522196045
2009-05-12,1.048840504211101,1.0805333091642757,1.0620158303200886,1.075596925908951,1.0820124724385178
2009-05-13,1.0207111950117473,1.0422450696262606,1.0305210070149489,1.0069691126335643,1.0438885696925495
2009-05-14,1.0321483170613155,1.0569984742768463,1.0432042744366845,1.0269051293762343,1.0591201191355926
2009-05-15,1.031529709540511,1.054660624951747,1.041865555601619,1.0185689961902042,1.0568563865383005
