date,open,high,low,close,volume,transactions
2021-03-01 04:00:00-05:00,130.7,130.8,130.7,130.8,200.0,2
2021-03-01 05:00:00-05:00,130.8,130.8,130.8,130.8,200.0,2
2021-03-01 06:00:00-05:00,130.76,130.76,130.34,130.34,520.0,24
2021-03-01 08:00:00-05:00,130.22,130.4,129.19,130.05,73839.0,95
2021-03-01 09:00:00-05:00,130.05,131.43,130.0,131.215,724138.0,9661
2021-03-01 10:00:00-05:00,131.27,131.9699,130.94,131.86,829290.0,14139
2021-03-01 11:00:00-05:00,131.85,131.91,131.16,131.7085,516865.0,9181
2021-03-01 12:00:00-05:00,131.72,131.82,131.255,131.28,448247.0,7545
2021-03-01 13:00:00-05:00,131.2786,131.69,131.05,131.615,369681.0,7427
2021-03-01 14:00:00-05:00,131.625,131.87,131.44,131.4781,393815.0,7964
2021-03-01 15:00:00-05:00,131.49,131.5,130.34,130.63,1032786.0,15011
2021-03-01 16:00:00-05:00,130.62,130.99,130.62,130.77,106281.0,80
2021-03-01 17:00:00-05:00,130.83,130.83,130.83,130.83,100.0,1
2021-03-02 07:00:00-05:00,130.56,130.56,130.56,130.56,154.0,2
2021-03-02 08:00:00-05:00,130.56,131.0,130.4,130.4,1240.0,36
2021-03-02 09:00:00-05:00,130.93,131.49,130.38,131.17,541086.0,7518
2021-03-02 10:00:00-05:00,131.17,131.4099,130.6,131.035,860992.0,12447
2021-03-02 11:00:00-05:00,131.0,131.4,130.74,131.27,574554.0,9816
2021-03-02 12:00:00-05:00,131.28,131.55,131.16,131.39,414308.0,7415
2021-03-02 13:00:00-05:00,131.39,131.72,131.35,131.6399,428443.0,7039
2021-03-02 14:00:00-05:00,131.65,131.96,131.4617,131.87,480575.0,8263
2021-03-02 15:00:00-05:00,131.87,132.03,131.0,131.07,1421581.0,19229
2021-03-02 16:00:00-05:00,131.07,131.27,131.07,131.07,73629.0,60
2021-03-02 17:00:00-05:00,130.61,130.67,130.61,130.61,10000.0,22
2021-03-02 18:00:00-05:00,131.48,131.48,131.48,131.48,116.0,2
2021-03-02 19:00:00-05:00,131.48,131.48,131.48,131.48,100.0,1
2021-03-03 06:00:00-05:00,132.0,132.0,131.98,132.0,515.0,7
2021-03-03 07:00:00-05:00,131.67,131.7,131.67,131.7,762.0,7
2021-03-03 08:00:00-05:00,131.68,131.68,130.107,131.4222,5335.0,127
2021-03-03 09:00:00-05:00,131.0,131.0562,129.58,129.7234,649429.0,8769
2021-03-03 10:00:00-05:00,129.68,130.27,129.313,129.545,1003962.0,17394
2021-03-03 11:00:00-05:00,129.55,130.09,129.47,129.8119,601523.0,9481
2021-03-03 12:00:00-05:00,129.8081,129.92,129.32,129.7,494647.0,9026
2021-03-03 13:00:00-05:00,129.7,130.18,129.58,130.09,946489.0,8859
2021-03-03 14:00:00-05:00,130.08,130.41,129.926,130.13,734852.0,12288
2021-03-03 15:00:00-05:00,130.13,130.26,128.98,129.08,1267876.0,19149
2021-03-03 16:00:00-05:00,129.14,129.5976,129.01,129.18,304958.0,96
2021-03-03 17:00:00-05:00,129.19,129.25,129.1,129.25,1171.0,20
2021-03-03 18:00:00-05:00,129.1,129.15,129.1,129.15,248.0,15
2021-03-03 19:00:00-05:00,129.0,129.0,129.0,129.0,560.0,13
2021-03-04 04:00:00-05:00,128.93,128.93,128.0,128.0,610.0,25
2021-03-04 06:00:00-05:00,128.0,128.5,127.99,128.41,1407.0,15
2021-03-04 07:00:00-05:00,128.0,128.25,128.0,128.25,1537.0,20
2021-03-04 08:00:00-05:00,128.45,128.8,128.25,128.6,5407.0,97
2021-03-04 09:00:00-05:00,128.6,130.4,128.6,130.33,805608.0,10315
2021-03-04 10:00:00-05:00,130.31,131.68,130.13,131.23,1336740.0,21962
2021-03-04 11:00:00-05:00,131.26,131.75,131.14,131.33,847279.0,14517
2021-03-04 12:00:00-05:00,131.36,131.49,129.24,129.49,1001500.0,18084
2021-03-04 13:00:00-05:00,129.51,130.03,128.8,128.87,789741.0,15820
2021-03-04 14:00:00-05:00,128.88,130.08,128.87,129.315,833933.0,16096
2021-03-04 15:00:00-05:00,129.3,129.57,128.32,128.83,2123699.0,28128
2021-03-04 16:00:00-05:00,128.83,129.41,128.83,129.15,136505.0,123
2021-03-04 17:00:00-05:00,129.25,129.25,128.8292,128.8292,36458.0,38
2021-03-04 18:00:00-05:00,128.83,128.83,128.83,128.83,100.0,1
2021-03-04 19:00:00-05:00,128.75,128.83,128.6,128.6,444.0,10
2021-03-05 07:00:00-05:00,128.85,129.4,128.83,128.83,1215.0,23
2021-03-05 08:00:00-05:00,129.26,129.43,128.83,128.83,2012.0,57
2021-03-05 09:00:00-05:00,129.1,129.9218,129.1,129.86,677265.0,9448
2021-03-05 10:00:00-05:00,129.85,131.23,129.8,130.78,1834052.0,25139
2021-03-05 11:00:00-05:00,130.85,132.07,130.85,132.04,1107433.0,21374
2021-03-05 12:00:00-05:00,132.03,132.32,131.04,131.22,1069849.0,18642
2021-03-05 13:00:00-05:00,131.19,132.32,131.01,132.32,854719.0,15387
2021-03-05 14:00:00-05:00,132.32,132.91,132.14,132.51,1022062.0,14245
2021-03-05 15:00:00-05:00,132.51,133.41,132.51,133.05,2291519.0,26798
2021-03-05 16:00:00-05:00,133.03,133.37,133.0,133.0,203728.0,153
2021-03-05 17:00:00-05:00,133.1,133.1,133.1,133.1,2015.0,4
2021-03-05 18:00:00-05:00,133.04,133.05,133.04,133.05,1200.0,2
2021-03-08 04:00:00-05:00,133.5,133.5,133.5,133.5,170.0,3
2021-03-08 05:00:00-05:00,132.99,132.99,132.99,132.99,701.0,21
2021-03-08 07:00:00-05:00,132.41,132.8,132.41,132.8,4471.0,48
2021-03-08 08:00:00-05:00,132.75,133.5,132.71,133.3,5752.0,56
2021-03-08 09:00:00-05:00,133.06,133.905,132.5,132.76,1433287.0,19593
2021-03-08 10:00:00-05:00,132.69,133.64,132.47,132.52,1405366.0,22557
2021-03-08 11:00:00-05:00,132.52,132.94,132.42,132.67,787170.0,14208
2021-03-08 12:00:00-05:00,132.72,133.8,132.59,133.74,766988.0,11813
2021-03-08 13:00:00-05:00,133.76,134.18,133.44,133.44,737733.0,11177
2021-03-08 14:00:00-05:00,133.42,133.95,132.99,133.17,821931.0,13268
2021-03-08 15:00:00-05:00,133.18,133.19,131.99,132.13,1535835.0,21289
2021-03-08 16:00:00-05:00,132.13,132.77,132.12,132.77,318967.0,105
2021-03-08 17:00:00-05:00,132.13,132.13,132.13,132.13,2382.0,2
2021-03-08 18:00:00-05:00,132.79,132.79,132.64,132.64,998.0,10
2021-03-08 19:00:00-05:00,132.78,132.83,132.78,132.83,340.0,2
2021-03-09 05:00:00-05:00,133.05,133.05,133.05,133.05,100.0,1
2021-03-09 06:00:00-05:00,133.04,133.79,133.04,133.04,1155.0,10
2021-03-09 07:00:00-05:00,132.77,133.08,132.75,133.08,510.0,9
2021-03-09 08:00:00-05:00,133.15,133.15,132.9929,132.9929,770.0,17
2021-03-09 09:00:00-05:00,132.63,133.6,132.57,132.69,984995.0,13205
2021-03-09 10:00:00-05:00,132.7,133.4,132.39,132.98,1239353.0,18689
2021-03-09 11:00:00-05:00,132.97,133.47,132.83,133.41,1045690.0,13220
2021-03-09 12:00:00-05:00,133.42,133.91,133.4,133.6,847680.0,9336
2021-03-09 13:00:00-05:00,133.59,133.8882,133.32,133.34,457256.0,8026
2021-03-09 14:00:00-05:00,133.34,133.67,133.29,133.43,600112.0,8053
2021-03-09 15:00:00-05:00,133.43,133.43,132.0,132.25,1885684.0,22167
2021-03-09 16:00:00-05:00,132.25,132.25,132.25,132.25,621466.0,72
2021-03-09 18:00:00-05:00,132.33,132.52,132.08,132.52,1200.0,21
2021-03-09 19:00:00-05:00,132.57,132.57,132.0,132.0,216.0,4
2021-03-10 04:00:00-05:00,132.4,132.4,132.4,132.4,561.0,3
2021-03-10 06:00:00-05:00,133.12,133.43,132.57,132.57,1159.0,7
2021-03-10 07:00:00-05:00,132.25,132.25,132.0,132.0,1426.0,41
2021-03-10 08:00:00-05:00,131.7808,132.56,131.67,132.05,4008.0,71
2021-03-10 09:00:00-05:00,132.77,133.059,130.54,131.13,1519401.0,20211
2021-03-10 10:00:00-05:00,131.15,132.63,131.02,132.24,1428394.0,20554
2021-03-10 11:00:00-05:00,132.25,132.68,132.06,132.44,717478.0,11946
