date,open,high,low,close,volume,transactions
2021-03-01 04:00:00-05:00,122.0,122.6,121.0,121.0,1901.0,18
2021-03-01 05:00:00-05:00,121.0,121.0,121.0,121.0,808.0,5
2021-03-01 06:00:00-05:00,120.63,120.98,120.08,120.08,3329.0,58
2021-03-01 07:00:00-05:00,120.25,120.25,119.66,120.19,7485.0,73
2021-03-01 08:00:00-05:00,119.9999,120.75,119.9999,120.69,10575.0,145
2021-03-01 09:00:00-05:00,120.69,121.69,119.46,120.75,1016557.0,11530
2021-03-01 10:00:00-05:00,120.8,121.58,119.9713,121.12,843134.0,12002
2021-03-01 11:00:00-05:00,121.11,122.38,120.66,121.73,765033.0,9125
2021-03-01 12:00:00-05:00,121.72,122.07,121.1,121.585,685517.0,8092
2021-03-01 13:00:00-05:00,121.59,121.69,120.77,121.26,627529.0,7061
2021-03-01 14:00:00-05:00,121.29,122.2,121.16,121.77,754464.0,8421
2021-03-01 15:00:00-05:00,121.79,122.48,121.42,122.35,1247933.0,16771
2021-03-01 16:00:00-05:00,122.25,122.6238,121.73,122.3,254767.0,115
2021-03-01 17:00:00-05:00,122.3,122.4,122.0,122.25,8017.0,23
2021-03-01 18:00:00-05:00,122.25,122.45,122.25,122.45,1032.0,8
2021-03-01 19:00:00-05:00,122.4,122.5,122.4,122.5,3187.0,21
2021-03-02 05:00:00-05:00,121.5,121.5,121.5,121.5,505.0,3
2021-03-02 07:00:00-05:00,121.7,122.23,121.7,122.23,1673.0,16
2021-03-02 08:00:00-05:00,122.0,122.5,121.4288,122.5,5373.0,110
2021-03-02 09:00:00-05:00,122.32,122.5,119.8,121.35,735371.0,8726
2021-03-02 10:00:00-05:00,121.45,121.69,119.6446,119.855,731724.0,10337
2021-03-02 11:00:00-05:00,119.81,119.86,118.02,118.26,926106.0,11836
2021-03-02 12:00:00-05:00,118.25,119.07,117.9,118.6108,629990.0,8998
2021-03-02 13:00:00-05:00,118.6899,119.52,118.61,118.77,461957.0,7377
2021-03-02 14:00:00-05:00,118.73,118.96,118.15,118.29,568705.0,7750
2021-03-02 15:00:00-05:00,118.29,118.68,117.235,117.5,1248051.0,16891
2021-03-02 16:00:00-05:00,117.5,118.35,117.5,118.0,57173.0,108
2021-03-02 17:00:00-05:00,118.0,118.25,117.81,118.25,3940.0,28
2021-03-02 18:00:00-05:00,117.82,118.12,117.5,118.12,3003.0,30
2021-03-02 19:00:00-05:00,118.12,118.2,117.9,118.2,3858.0,20
2021-03-03 04:00:00-05:00,119.27,119.27,119.27,119.27,200.0,2
2021-03-03 06:00:00-05:00,119.2,119.5,119.2,119.5,2774.0,26
2021-03-03 07:00:00-05:00,119.34,119.36,118.9,119.0,2213.0,27
2021-03-03 08:00:00-05:00,119.35,119.35,117.0,118.52,26680.0,359
2021-03-03 09:00:00-05:00,117.95,119.85,117.0222,118.695,796081.0,9308
2021-03-03 10:00:00-05:00,118.685,118.97,116.72,118.45,878970.0,12947
2021-03-03 11:00:00-05:00,118.5,119.78,118.39,118.52,972981.0,10413
2021-03-03 12:00:00-05:00,118.49,118.59,117.49,117.5,561577.0,7176
2021-03-03 13:00:00-05:00,117.44,118.05,116.52,116.67,486859.0,7996
2021-03-03 14:00:00-05:00,116.63,116.7,115.1,116.52,750527.0,11143
2021-03-03 15:00:00-05:00,116.52,116.82,115.21,115.46,1877168.0,20928
2021-03-03 16:00:00-05:00,115.44,117.1128,115.0,115.25,143529.0,157
2021-03-03 17:00:00-05:00,115.29,115.43,115.29,115.35,2723.0,27
2021-03-03 18:00:00-05:00,115.26,115.44,114.5,114.66,4575.0,58
2021-03-03 19:00:00-05:00,114.66,114.8,114.4,114.51,4805.0,42
2021-03-04 05:00:00-05:00,114.5,114.5,114.5,114.5,142.0,3
2021-03-04 07:00:00-05:00,115.0,115.23,114.9,115.0,9487.0,68
2021-03-04 08:00:00-05:00,115.07,115.8648,114.8,115.76,26401.0,176
2021-03-04 09:00:00-05:00,115.48,116.49,112.01,112.41,1140950.0,13753
2021-03-04 10:00:00-05:00,112.44,113.9543,110.5,112.61,1919482.0,23082
2021-03-04 11:00:00-05:00,112.655,113.06,111.1,112.41,1259976.0,17139
2021-03-04 12:00:00-05:00,112.415,113.31,109.97,110.4499,1094288.0,17377
2021-03-04 13:00:00-05:00,110.41,110.85,107.13,107.3193,1382546.0,21530
2021-03-04 14:00:00-05:00,107.37,110.22,107.3533,110.16,1480196.0,17078
2021-03-04 15:00:00-05:00,110.14,110.35,107.78,108.13,2899589.0,35258
2021-03-04 16:00:00-05:00,108.13,109.8833,108.12,108.35,187400.0,148
2021-03-04 17:00:00-05:00,108.19,108.34,107.8,108.3399,3620.0,45
2021-03-04 18:00:00-05:00,108.0,108.5,107.34,108.5,5099.0,67
2021-03-04 19:00:00-05:00,107.27,107.27,106.0,106.0,6562.0,80
2021-03-05 04:00:00-05:00,107.8,107.8,107.4,107.4,817.0,10
