date,open,high,low,close,volume,transactions
2021-03-01 06:00:00-05:00,204.03,204.03,203.83,203.83,1104.0,7
2021-03-01 07:00:00-05:00,204.08,204.08,204.08,204.08,215.0,5
2021-03-01 08:00:00-05:00,205.5,205.5,204.01,205.0,557.0,10
2021-03-01 09:00:00-05:00,204.5,206.865,203.51,206.805,286617.0,3866
2021-03-01 10:00:00-05:00,206.85,207.5,206.33,207.09,282130.0,4882
2021-03-01 11:00:00-05:00,207.12,207.45,206.3517,207.14,239982.0,4671
2021-03-01 12:00:00-05:00,207.16,207.75,206.81,206.83,193285.0,3838
2021-03-01 13:00:00-05:00,206.85,207.82,206.5,207.8,249094.0,4285
2021-03-01 14:00:00-05:00,207.83,208.15,207.68,207.83,214383.0,4833
2021-03-01 15:00:00-05:00,207.84,207.94,206.03,206.31,470532.0,8710
2021-03-01 16:00:00-05:00,206.22,206.23,206.22,206.22,210900.0,36
2021-03-01 18:00:00-05:00,206.23,206.23,206.23,206.23,300.0,2
2021-03-02 07:00:00-05:00,206.19,206.3,206.19,206.3,1287.0,15
2021-03-02 08:00:00-05:00,206.3,206.3,206.3,206.3,105.0,2
2021-03-02 09:00:00-05:00,206.77,207.575,205.73,207.35,183492.0,2598
2021-03-02 10:00:00-05:00,207.11,207.2281,205.18,205.57,276999.0,4847
2021-03-02 11:00:00-05:00,205.57,206.72,205.33,205.97,176585.0,3419
2021-03-02 12:00:00-05:00,205.93,207.8599,205.9,207.59,163076.0,3065
2021-03-02 13:00:00-05:00,207.66,207.92,207.15,207.515,214929.0,3689
2021-03-02 14:00:00-05:00,207.55,207.94,207.07,207.77,181572.0,3450
2021-03-02 15:00:00-05:00,207.74,207.99,206.49,206.57,496057.0,8016
2021-03-02 16:00:00-05:00,206.58,206.58,206.36,206.58,263970.0,42
2021-03-03 09:00:00-05:00,206.12,207.98,206.12,207.505,274732.0,3116
2021-03-03 10:00:00-05:00,207.5,208.46,206.87,207.22,341400.0,5930
2021-03-03 11:00:00-05:00,207.26,207.3535,206.38,206.735,340718.0,5479
2021-03-03 12:00:00-05:00,206.7316,208.35,206.67,208.145,301381.0,4803
2021-03-03 13:00:00-05:00,208.14,209.1093,208.09,208.81,232382.0,4191
2021-03-03 14:00:00-05:00,208.84,208.95,208.1,208.84,224843.0,4806
2021-03-03 15:00:00-05:00,208.86,209.45,206.92,207.05,549757.0,9100
2021-03-03 16:00:00-05:00,207.01,207.6022,207.01,207.01,77674.0,37
2021-03-03 18:00:00-05:00,207.0,207.0,207.0,207.0,102.0,1
2021-03-03 19:00:00-05:00,207.0,207.0,207.0,207.0,110.0,4
2021-03-04 08:00:00-05:00,207.01,207.01,207.01,207.01,151.0,2
2021-03-04 09:00:00-05:00,207.24,208.04,206.38,206.93,214721.0,2985
2021-03-04 10:00:00-05:00,207.0,207.13,205.23,205.29,414228.0,6659
2021-03-04 11:00:00-05:00,205.38,206.69,205.34,206.42,183600.0,3874
2021-03-04 12:00:00-05:00,206.48,207.14,203.94,204.17,232358.0,4435
2021-03-04 13:00:00-05:00,204.12,204.56,200.765,200.8,287670.0,5988
2021-03-04 14:00:00-05:00,200.795,203.0876,200.51,202.94,437524.0,7881
2021-03-04 15:00:00-05:00,202.98,203.45,201.99,203.06,594317.0,10545
2021-03-04 16:00:00-05:00,202.94,202.94,202.94,202.94,34676.0,27
2021-03-04 19:00:00-05:00,202.46,202.46,202.45,202.45,553.0,2
2021-03-05 06:00:00-05:00,202.35,202.4,202.3,202.4,1506.0,12
2021-03-05 07:00:00-05:00,202.5,202.5,202.5,202.5,100.0,1
2021-03-05 08:00:00-05:00,202.3,203.83,200.07,200.07,2329.0,32
2021-03-05 09:00:00-05:00,204.53,205.35,202.7,203.3329,229412.0,3083
2021-03-05 10:00:00-05:00,203.45,205.58,203.13,203.24,447023.0,7856
2021-03-05 11:00:00-05:00,203.255,204.2884,201.78,202.58,431547.0,6959
2021-03-05 12:00:00-05:00,202.58,204.37,201.85,204.07,241951.0,4755
2021-03-05 13:00:00-05:00,204.1,205.95,203.85,205.29,275963.0,5479
2021-03-05 14:00:00-05:00,205.305,206.08,204.76,206.08,287706.0,5488
2021-03-05 15:00:00-05:00,205.98,207.46,205.68,206.58,490399.0,9517
2021-03-05 16:00:00-05:00,206.58,206.76,206.52,206.58,30530.0,33
2021-03-05 17:00:00-05:00,206.58,206.58,206.58,206.58,1321.0,11
2021-03-05 18:00:00-05:00,206.58,206.58,206.58,206.58,150.0,1
2021-03-08 07:00:00-05:00,206.01,206.21,206.0,206.21,802.0,8
2021-03-08 08:00:00-05:00,205.0,205.0,205.0,205.0,300.0,2
2021-03-08 09:00:00-05:00,206.49,209.64,206.2,208.53,201707.0,2857
2021-03-08 10:00:00-05:00,208.66,210.69,208.34,210.535,426933.0,6735
2021-03-08 11:00:00-05:00,210.68,211.7299,210.05,211.29,379530.0,5937
2021-03-08 12:00:00-05:00,211.29,212.45,210.86,211.23,359387.0,6025
2021-03-08 13:00:00-05:00,211.23,211.88,209.5063,210.035,351136.0,6214
2021-03-08 14:00:00-05:00,209.97,210.42,208.81,209.57,473852.0,7168
2021-03-08 15:00:00-05:00,209.52,209.53,207.61,207.61,588576.0,10176
2021-03-08 16:00:00-05:00,207.7,207.7,207.7,207.7,58368.0,30
2021-03-08 17:00:00-05:00,207.7,208.9999,207.7,208.9999,1044.0,3
2021-03-09 06:00:00-05:00,209.03,209.03,208.97,208.97,520.0,4
