fold_id,train_start,train_end,val_start,val_end,test_start,test_end,n_train,n_test,retrained,selected_config,val_ir2,val_sharpe,test_ir2,test_arc,qqq_test_arc,test_mdd,test_sharpe,test_sortino,test_n_trades,test_total_tc,test_cash
1,2021-04-27,2023-04-26,2023-05-01,2023-06-28,2023-06-29,2023-08-28,1004,82,True,top30_bal_v2,64.2919,3.5703,0.0,-7.69,0.36,4.86,-0.515,-0.5998,69,0.2917,49.84
2,2021-06-28,2023-06-26,2023-06-29,2023-08-28,2023-08-29,2023-10-27,1000,86,True,top30_bal_v1,0.0,-0.193,0.0,-41.3,-40.03,9.25,-3.7895,-5.3407,83,0.7754,11.89
3,2021-08-27,2023-08-25,2023-08-29,2023-10-27,2023-10-30,2023-12-28,998,82,True,top30_aggr_v1,0.0,-3.5308,2133.8207,208.97,185.8,1.52,8.492,12.4201,73,0.4743,2.2
4,2021-10-27,2023-10-26,2023-10-30,2023-12-28,2023-12-29,2024-02-28,1000,82,False,top30_aggr_v1,2134.1949,8.4389,11.4503,37.71,51.86,5.74,1.5951,2.4457,71,0.5207,2.2
5,2021-12-27,2023-12-26,2023-12-29,2024-02-28,2024-02-29,2024-04-26,1000,82,False,top30_aggr_v1,11.4696,1.5859,0.0,-22.7,-18.46,9.64,-1.0319,-1.4377,70,0.429,2.16
6,2022-02-28,2024-02-26,2024-02-29,2024-04-26,2024-04-29,2024-06-28,996,86,True,top30_bal_v2,0.0,-0.8165,35.1383,21.41,91.82,1.85,2.8115,4.2665,67,0.2612,49.67
7,2022-04-27,2024-04-26,2024-04-29,2024-06-28,2024-07-01,2024-08-28,1000,82,False,top30_bal_v2,35.0314,2.7921,0.0,-5.51,-6.56,6.87,-0.3878,-0.4689,70,0.29,49.71
8,2022-06-27,2024-06-26,2024-07-01,2024-08-28,2024-08-29,2024-10-28,1000,84,True,top30_bal_v2,0.0,-0.473,0.0,-19.06,38.06,4.39,-2.395,-2.9354,78,0.6852,8.1
9,2022-08-29,2024-08-26,2024-08-29,2024-10-28,2024-10-29,2024-12-27,994,80,True,top10_bal_v1,2.1153,0.3772,60.75,59.29,46.22,3.9,3.2342,5.6108,55,0.3659,49.87
10,2022-10-27,2024-10-25,2024-10-29,2024-12-27,2024-12-30,2025-02-27,996,80,False,top10_bal_v1,60.7501,3.2132,0.0,-11.51,-1.31,7.73,-0.8667,-1.0733,49,0.3343,49.84
11,2022-12-27,2024-12-26,2024-12-30,2025-02-27,2025-02-28,2025-04-25,996,80,True,top20_bal_v1,4.8107,1.018,0.0,-34.65,-41.22,10.94,-2.2694,-2.3596,68,0.6259,45.27
12,2023-02-27,2025-02-26,2025-03-03,2025-04-30,2025-05-01,2025-06-30,994,82,True,top10_bal_v2,0.0,-1.5952,37.812,45.41,127.23,3.72,2.3648,3.9945,67,0.7299,17.4
13,2023-04-27,2025-04-25,2025-04-29,2025-06-27,2025-06-30,2025-08-28,992,84,False,top10_bal_v2,49.953,3.0643,0.0,-49.54,26.97,12.86,-3.3862,-3.8112,62,0.932,5.32
14,2023-06-27,2025-06-26,2025-06-30,2025-08-28,2025-08-29,2025-10-28,994,84,True,top30_bal_v1,0.0035,0.2808,258.0377,91.69,82.08,2.8,5.7913,8.531,74,0.5892,34.53
15,2023-08-28,2025-08-26,2025-08-29,2025-10-28,2025-10-29,2025-12-26,992,78,False,top30_bal_v1,263.2697,5.8012,1.2757,8.35,-12.67,4.22,0.6781,0.8929,72,0.5076,36.89
