,0
2022-03-30,-0.007969933991412104
2022-03-31,-0.007343578570855103
2022-04-01,-0.005587391463920399
2022-04-04,0.00254790299062857
2022-04-05,0.0018571131913764916
2022-04-06,-0.015750683573144464
2022-04-07,-0.016882098388714573
2022-04-08,0.0036160520109467242
2022-04-11,-0.006087692239770237
2022-04-12,-0.01813987689747143
2022-04-13,0.01930928964342371
2022-04-14,0.0122379676695068
2022-04-15,-0.0029004323154350198
2022-04-18,-0.010832187776664615
2022-04-19,0.006917197975841116
2022-04-20,0.00862549530028378
2022-04-21,0.012315849426419723
2022-04-22,-0.016252306363141567
2022-04-25,-0.018980835203153634
2022-04-26,0.004111578562793428
2022-04-27,-0.011740720280289163
2022-04-28,0.0174811833200037
2022-05-02,-0.0010939810310178766
2022-05-06,0.006899380944858979
2022-05-09,-0.02533816612580675
2022-05-10,-0.0057843485162927255
2022-05-11,0.0017786081117039387
2022-05-12,-0.01773580131527419
2022-05-13,0.02636751143203786
2022-05-16,0.004518010071275835
2022-05-17,0.004245263237662389
2022-05-18,0.0094317920741942
2022-05-19,-0.01889025349140916
2022-05-20,0.01273307928671863
2022-05-23,0.009816745083026435
2022-05-24,-0.009383875820646037
2022-05-25,-0.0026297096585569113
2022-05-26,-0.0027348932581908736
2022-05-27,0.0066469050288811005
2022-05-30,0.021945972278741177
2022-05-31,-0.003274781655057124
2022-06-01,0.006528267753054928
2022-06-02,-0.0016028094155539074
2022-06-03,0.012682970897427648
2022-06-06,0.005558774621279738
2022-06-07,0.0010051118958345207
2022-06-08,0.01039007913581469
2022-06-09,0.0004335237323633834
2022-06-10,-0.014948393480034183
2022-06-13,-0.03007622611651406
2022-06-14,-0.013249870509059902
2022-06-15,-0.01140446197906364
2022-06-16,0.003989912006786334
2022-06-17,-0.017713884825092063
2022-06-20,-0.007386638557755232
2022-06-21,0.01843489872764903
2022-06-22,-0.003686604463975618
2022-06-23,0.0008298122951144737
2022-06-24,0.012254695634522639
2022-06-27,0.014317501418656509
2022-06-28,0.006631661807707356
2022-06-29,-0.009052712950930686
2022-06-30,-0.01535410164198292
2022-07-01,-0.017331081911098112
2022-07-04,0.008412808850521314
2022-07-05,0.010310549423254933
2022-07-06,-0.01195226456237819
2022-07-07,0.014665391198416255
2022-07-08,0.0010064033055445787
2022-07-11,0.011129057574019052
2022-07-12,-0.017739642296293323
2022-07-13,0.005395876855945003
2022-07-14,0.006217097571536101
2022-07-15,0.0054452558297466425
2022-07-19,0.0064658033784210645
2022-07-20,0.0266519032365089
2022-07-21,0.004434215408896769
2022-07-22,0.0040161189889580395
2022-07-25,-0.0077167393421327946
2022-07-26,-0.001589900899843899
2022-07-27,0.0021890652953910905
2022-07-28,0.0035983319502448374
2022-07-29,-0.0004975590396703033
2022-08-01,0.006895599686394416
2022-08-02,-0.014239780025878113
2022-08-03,0.005333261799446154
2022-08-04,0.006859617598126366
2022-08-05,0.008723621078551957
2022-08-08,0.002604040123263207
2022-08-09,-0.00882428323051554
2022-08-10,-0.0064511111204117455
2022-08-12,0.026156287321856375
2022-08-15,0.011377694691056872
2022-08-16,-9.937526175640699e-05
2022-08-17,0.012257455272290274
2022-08-18,-0.009603090697817063
2022-08-19,-0.00040807440707402165
2022-08-22,-0.004695075298422058
2022-08-23,-0.011868586014690319
2022-08-24,-0.004895108447338092
2022-08-25,0.005846653850237082
2022-08-26,0.005701430460057111
2022-08-29,-0.026619523884632845
2022-08-30,0.011356920415176441
2022-08-31,-0.0036903224179709593
2022-09-01,-0.015309191222915741
2022-09-02,-0.00038432010680466977
2022-09-05,-0.00112945823441446
2022-09-06,0.00024983664798838845
2022-09-07,-0.007102199519214647
2022-09-08,0.023148798866217346
2022-09-09,0.005325822755722243
2022-09-12,0.011602419833597777
2022-09-13,0.002540859311488841
2022-09-14,-0.027818346588567078
2022-09-15,0.0020594485777813976
2022-09-16,-0.011058285232558918
2022-09-20,0.004380842383689965
2022-09-21,-0.013554007905070331
2022-09-22,-0.005832388167807623
2022-09-26,-0.026599536595644513
2022-09-27,0.005308744860878178
2022-09-28,-0.014974056577249928
2022-09-29,0.009477744999320192
2022-09-30,-0.01834981878446995
2022-10-03,0.010740481143916458
2022-10-04,0.029616574696606168
2022-10-05,0.00475390325276126
2022-10-06,0.007034209483403497
2022-10-07,-0.007146909911519339
2022-10-11,-0.026362903509272284
2022-10-12,-0.00016741335637515675
2022-10-13,-0.006038988612579788
2022-10-14,0.032523771250790645
2022-10-17,-0.011626499435599458
2022-10-18,0.014205055231507169
2022-10-19,0.0037280788817906085
2022-10-20,-0.009187233475107304
2022-10-21,-0.004309291209934063
2022-10-24,0.003135682170299914
2022-10-25,0.010208708920597331
2022-10-26,0.006662704073489012
2022-10-27,-0.0031569012457154377
2022-10-28,-0.008778164447180492
2022-10-31,0.017792221885474913
2022-11-01,0.003315237476265054
2022-11-02,-0.0005610514036975545
2022-11-04,-0.01676043247590875
2022-11-07,0.012055276550420935
2022-11-08,0.012513558815032022
2022-11-09,-0.005585500738585547
2022-11-10,-0.009753423553211737
2022-11-11,0.029784585597210755
2022-11-14,-0.010617894556735341
2022-11-15,0.000954789161669245
2022-11-16,0.0013622946727880336
2022-11-17,-0.0034868495779586395
2022-11-18,-0.0011027623462530611
2022-11-21,0.001613616599935419
2022-11-22,0.006117461523601264
2022-11-24,0.009508894560354975
2022-11-25,-0.0035253577896500188
2022-11-28,-0.004249870743629369
2022-11-29,-0.004793205583406568
2022-11-30,-0.002099684089215459
2022-12-01,0.009191960152856282
2022-12-02,-0.015878212144921133
2022-12-05,0.0015299932465142607
2022-12-06,0.002353264118443832
2022-12-07,-0.007153040451925774
2022-12-08,-0.004044249217854845
2022-12-09,0.011843584140311059
2022-12-12,-0.002103138488281364
2022-12-13,0.004041311590454955
2022-12-14,0.007203091089335478
2022-12-15,-0.0037118530963555774
2022-12-16,-0.018700474222052343
2022-12-19,-0.010516120998574907
2022-12-20,-0.02458404299197625
2022-12-21,-0.00678667550894374
2022-12-22,0.00455319498230744
2022-12-23,-0.01028446078327716
2022-12-26,0.006503431094615042
2022-12-27,0.0015905554850828008
2022-12-28,-0.004059651840158107
2022-12-29,-0.009370743840284024
2022-12-30,3.181147487052449e-05
2023-01-04,-0.01447203912701911
2023-01-05,0.004041761271636579
2023-01-06,0.005927346305856451
2023-01-10,0.007765923824676113
2023-01-11,0.010331754028369389
2023-01-12,0.00014445710126298472
2023-01-13,-0.012487827038049959
2023-01-16,-0.011378433603819738
2023-01-17,0.012251392251797721
2023-01-18,0.024960688945471432
2023-01-19,-0.014403604039439077
2023-01-20,0.0056162671369413
2023-01-23,0.013275439271512868
2023-01-24,0.01461197576171469
2023-01-25,0.003510005770117619
2023-01-26,-0.0011775781757698
2023-01-27,0.000723996925564796
2023-01-30,0.0018566504641874815
2023-01-31,-0.003874511147415882
2023-02-01,0.0007235117371429123
2023-02-02,0.002017411863484586
2023-02-03,0.00391978531488224
2023-02-06,0.006695494816981951
2023-02-07,-0.00029536328308565896
2023-02-08,-0.0028538350123150646
2023-02-09,-0.0008009475816208589
2023-02-10,0.0031405800971127107
2023-02-13,-0.008805620622123422
2023-02-14,0.006396877884932817
2023-02-15,-0.003655798239222241
2023-02-16,0.007075160827194171
2023-02-17,-0.0066184895015203304
2023-02-20,0.000683622443630183
2023-02-21,-0.002137148523451371
2023-02-22,-0.013423286855814287
2023-02-24,0.012882084930533111
2023-02-27,-0.0010752564245397611
2023-02-28,0.0007876181498445156
