date,RL Agent,QQQ
2009-03-31,1.0236816752718183,1.041427028470891
2009-04-01,1.0345982518929906,1.0617573182472018
2009-04-02,1.0702547416835992,1.117760181698352
2009-04-03,1.0583633448495624,1.1377064311101943
2009-04-06,1.0454532144124011,1.1012662160400588
2009-04-07,1.0365388027863929,1.074031547042497
2009-04-08,1.040559094580985,1.0932105943926844
2009-04-09,1.0642283144503946,1.1269662298665162
2009-04-14,1.0767221347353038,1.1300346615414425
2009-04-15,1.0709357325063333,1.1430768455417772
2009-04-16,1.082281544513619,1.1549681009257327
2009-04-17,1.1002198229150517,1.1538166702137629
2009-04-20,1.0566690150004738,1.086690004488107
2009-04-21,1.060464962907029,1.1158421765442155
2009-04-22,1.0871634954167824,1.1108559907629476
2009-04-23,1.08101356983541,1.1361721525107826
2009-04-24,1.1072127060268317,1.1687768593682348
2009-04-27,1.1036292480435297,1.1423097690040203
2009-04-28,1.0824198887841463,1.1365552514460198
2009-04-29,1.1028938013100795,1.171461815536231
2009-04-30,1.115789422009905,1.186037901564285
2009-05-04,1.1390925849229765,1.2443424967242969
2009-05-05,1.133883582079797,1.2266979790213164
2009-05-06,1.1403607626149812,1.25700082864601
2009-05-07,1.1349672886450826,1.2370540771385776
2009-05-08,1.1609097296376008,1.2968937040413864
2009-05-11,1.1410209129314774,1.2639050195814145
2009-05-12,1.1301882721903933,1.2692750574413045
2009-05-13,1.0815256660480637,1.2224784932061132
2009-05-14,1.0865813751725348,1.2362873771725127
2009-05-15,1.0984287635385457,1.2155735491273234
2009-05-18,1.12732385070126,1.2761797504722994
2009-05-19,1.1556830379537588,1.289605158931769
2009-05-20,1.1657492531146914,1.3022634908534816
2009-05-21,1.1376262253162062,1.3007293377779672
2009-05-22,1.1509681584877174,1.3130036920971597
2009-05-25,1.1532297481159606,1.3130036920971597
2009-05-26,1.160923379086662,1.3425394651840956
2009-05-27,1.1697620364377241,1.3103184848813683
2009-05-28,1.1555123326221624,1.3348680721870363
2009-05-29,1.155459902606636,1.3532796664277735
2009-06-01,1.1968491674368302,1.3897205091173965
2009-06-02,1.1966179708571856,1.4050631695876177
2009-06-03,1.1781660539088632,1.3594167808254207
2009-06-04,1.1761498741844727,1.3743767189320975
2009-06-05,1.1852028504429948,1.3498277592459174
2009-06-08,1.1654713636076979,1.3402381100469263
2009-06-09,1.1637352716510083,1.3617190146298728
2009-06-10,1.177283507034047,1.3525129664617088
2009-06-11,1.1877602221479926,1.3705409596716192
2009-06-12,1.179237724255265,1.3693901565791373
2009-06-15,1.1413416246516948,1.3030308184390336
2009-06-16,1.1338783500366447,1.2884546068870817
2009-06-17,1.108402462479099,1.2876877813971197
2009-06-18,1.121409979935022,1.2949749457438644
2009-06-19,1.1313554213997166,1.3097206145574707
2009-06-22,1.0976500711864436,1.268717856860204
2009-06-23,1.087862750427234,1.285670988935633
2009-06-24,1.119167508744468,1.2959213959311802
2009-06-25,1.110552367048036,1.3199710215530176
2009-06-26,1.1029000763651247,1.305383763898084
2009-06-29,1.12460735725732,1.3262792250229878
2009-06-30,1.107519191389813,1.3128745280066092
2009-07-01,1.1267130965228933,1.334953051865658
2009-07-02,1.0954271970304499,1.2911905257574718
2009-07-03,1.101902166835328,1.2911905257574718
2009-07-06,1.0852379429128385,1.2840940322110634
2009-07-07,1.082246982275033,1.2462451879629357
2009-07-08,1.0642486539891245,1.2359947809673886
2009-07-09,1.076868828859778,1.2608329477134594
2009-07-10,1.0677323778613916,1.2442744627718396
2009-07-13,1.0958174735116537,1.2809401187619247
2009-07-14,1.1134869414311679,1.2876423417462166
2009-07-15,1.151523888066671,1.346780415585775
2009-07-16,1.1618639814946468,1.3633396536707802
2009-07-17,1.1656068829311739,1.3574252186673363
2009-07-20,1.1825239488306993,1.3850237814438147
2009-07-21,1.1889330314837687,1.386205965510677
2009-07-22,1.1886770211287,1.3948800434011426
2009-07-23,1.212200930778639,1.4236605391966883
2009-07-24,1.216439383515093,1.436671091174848
2009-07-27,1.2204437308802383,1.4398248791000892
2009-07-28,1.2006087484508554,1.4319403465250375
2009-07-29,1.2133441156009133,1.4228722491202506
2009-07-30,1.2280459669556327,1.4461328315222641
2009-07-31,1.2288554825828744,1.465451838018189
2009-08-03,1.2567078951059036,1.4962038121482157
2009-08-04,1.2572582784543889,1.5048776389908862
2009-08-05,1.250410276476621,1.4898957342021433
2009-08-06,1.2617878795453203,1.4792508055966842
2009-08-07,1.2771788265364468,1.4954155220717773
2009-08-10,1.27838973452864,1.4800392211970197
2009-08-11,1.2556519727149695,1.4650578185038672
2009-08-12,1.2653569715028175,1.4906844008502742
2009-08-13,1.2837703518630958,1.5064543446676606
2009-08-14,1.2686562473918603,1.4887126714679981
2009-08-17,1.2369023872692124,1.4283922880376798
2009-08-18,1.2540247204946988,1.4453447924936211
2009-08-19,1.2488792369004587,1.4642686497601465
2009-08-20,1.267678681693683,1.4776740999199096
2009-08-21,1.3036689074343177,1.5257731001157897
2009-08-24,1.3256966105489114,1.536812801378956
2009-08-25,1.3318668483797353,1.5549482430451451
2009-08-26,1.3253545161690319,1.5478509963553515
2009-08-27,1.3160693516564284,1.5683525634898312
2009-08-28,1.3283427181954284,1.557313238798358
2009-08-31,1.3099793489797797,1.5494280786038184
2009-09-01,1.2804103059787537,1.4950211259857633
2009-09-02,1.2659240748770086,1.4969922277485523
2009-09-03,1.270548489289931,1.507636905306216
2009-09-04,1.2928762316913287,1.5419383186864735
2009-09-07,1.3151488545699095,1.5419383186864735
2009-09-08,1.3099599233557322,1.56756439893729
2009-09-09,1.3280129376222918,1.5994986826580773
2009-09-10,1.3250846386788233,1.611327301617169
2009-09-11,1.3332459803382202,1.6081725095007477
2009-09-14,1.3211066197063863,1.6200007518881472
2009-09-15,1.3270671383585155,1.628279806073111
2009-09-16,1.3546182334135684,1.6621854426044813
2009-09-17,1.3646694675802855,1.6523298082666409
2009-09-18,1.3578065645734652,1.65821763220381
2009-09-21,1.3427337105559392,1.6447821818325383
2009-09-22,1.350024189135607,1.6669124215373663
2009-09-23,1.3597153314414634,1.6447821818325383
2009-09-24,1.339643407985022,1.6214647371049469
2009-09-25,1.3348675515068356,1.617908268516455
2009-09-28,1.3643783204155302,1.6542660143859185
2009-09-29,1.369198726933846,1.643991004706457
2009-09-30,1.3624189509837645,1.6333202181781086
2009-10-01,1.3335401893714047,1.5839216690711828
2009-10-02,1.308769270135956,1.5685088407422467
2009-10-05,1.32016365148379,1.5997291445339281
2009-10-06,1.3603149352100063,1.6372727146632824
2009-10-07,1.352794349423193,1.6309496993734047
2009-10-08,1.3751950416489473,1.6534752138315296
2009-10-09,1.3734425801282497,1.652290142715024
2009-10-12,1.3917533851368118,1.6724452638923426
2009-10-13,1.3735700332802636,1.6633554508532844
2009-10-14,1.4139264393958206,1.7190776428695755
2009-10-15,1.4137096029179947,1.7210536400643677
2009-10-16,1.3922456942605517,1.6807438998053204
2009-10-19,1.4146623507816574,1.714334847925603
2009-10-20,1.3994113174204064,1.69852724693896
2009-10-21,1.400382696242779,1.6973411716312743
2009-10-22,1.3817474274350172,1.7155199190421084
2009-10-23,1.3769850228328464,1.689042284670502
2009-10-26,1.3454138427340399,1.643991004706457
2009-10-27,1.3406708304624844,1.6277882544904148
2009-10-28,1.307436204741496,1.5831321237557694
2009-10-29,1.3411645873056235,1.6428056825421564
2009-10-30,1.3057000319416892,1.5673241461974334
2009-11-02,1.312287913345474,1.5756232842060005
2009-11-03,1.2908627600287448,1.564162199218853
2009-11-04,1.314998521414795,1.591430508620951
2009-11-05,1.331884801011659,1.6238360090530355
2009-11-06,1.3352990918676804,1.6155377497117511
2009-11-09,1.3639567634764258,1.676396128566849
2009-11-10,1.3644257656392573,1.6716542122901588
2009-11-11,1.3783218013660121,1.6827196459523168
2009-11-12,1.377359280284293,1.6554515875980143
2009-11-13,1.3804830035312736,1.6846960197188012
2009-11-16,1.4041990816681895,1.7044549874755404
2009-11-17,1.392178269051006,1.6937850796144744
2009-11-18,1.3901426118794333,1.700898644410946
2009-11-19,1.36663732147173,1.6744210100393395
2009-11-20,1.3537939110041035,1.6467567982644573
2009-11-23,1.3823442336108678,1.6862769932080914
2009-11-24,1.3758061360289517,1.69022823445429
2009-11-25,1.3867094185785453,1.7163108451203946
2009-11-26,1.3398437372731915,1.7163108451203946
2009-11-27,1.3528962803480706,1.6459668763773514
2009-11-30,1.3393025528580211,1.647942622524348
2009-12-01,1.376944198371534,1.6918097100391705
2009-12-02,1.3848240286128777,1.6985272469389596
2009-12-03,1.3839466331108028,1.681929598541313
2009-12-04,1.3982091944005677,1.682323743579532
2009-12-07,1.3917235672142665,1.672049989139046
2009-12-08,1.3718305776354929,1.632135021537705
2009-12-09,1.3587240646423306,1.6234413619192263
2009-12-10,1.3720434892742288,1.6341108932085995
2009-12-11,1.3774062803320777,1.6416201093300604
2009-12-14,1.3860604112164556,1.6514995932084302
2009-12-15,1.3855675986132798,1.635296842992388
2009-12-16,1.3995618735307653,1.6633554508532846
2009-12-17,1.3850062038777204,1.6171184721532461
2009-12-18,1.3693831390362077,1.6131448876532886
2009-12-21,1.3897103165619944,1.6381768632971336
2009-12-22,1.3958826540035454,1.6473148775128406
2009-12-23,1.4022612904411025,1.6667842616379966
2009-12-24,1.4021683699481011,1.6715515337419864
2009-12-28,1.4150773701738002,1.684266602465379
2009-12-29,1.4203336308171082,1.684266602465379
