fold_id,train_start,train_end,val_start,val_end,test_start,test_end,n_train,n_test,retrained,selected_config,val_ir2,val_sharpe,test_ir2,test_arc,qqq_test_arc,test_mdd,test_sharpe,test_sortino,test_n_trades,test_total_tc,test_cash
1,2003-03-27,2008-03-26,2008-03-31,2009-03-27,2009-03-30,2010-03-26,1297,255,True,hier_k20,0.0,-1.0249,7.5073,42.98,51.57,11.08,1.7115,2.6791,253,0.8467,18.37
2,2004-03-29,2009-03-26,2009-03-30,2010-03-26,2010-03-29,2011-03-28,1292,259,False,hier_k20,7.5777,1.704,0.0824,4.02,6.57,11.18,0.3141,0.4766,256,0.8772,14.4
3,2005-03-28,2010-03-26,2010-03-29,2011-03-28,2011-03-29,2012-03-28,1288,259,False,hier_k20,0.0838,0.3152,0.0,-6.85,-14.46,22.86,-0.2707,-0.4001,254,0.7187,15.3
4,2006-03-27,2011-03-25,2011-03-29,2012-03-28,2012-03-29,2013-03-28,1286,255,True,hier_k20,0.0,-0.2951,0.3254,7.31,6.57,10.31,0.5443,0.8298,245,0.605,23.2
5,2007-03-27,2012-03-26,2012-03-29,2013-03-28,2013-04-02,2014-03-28,1283,255,False,hier_k20,0.3338,0.5493,2.362,17.4,29.84,9.2,1.3004,1.9017,243,0.6054,22.6
6,2008-03-27,2013-03-26,2013-04-02,2014-03-28,2014-03-31,2015-03-27,1284,255,False,hier_k20,2.3865,1.3022,1.8609,16.16,-5.47,10.24,1.1909,1.863,241,0.6072,23.01
7,2009-03-27,2014-03-26,2014-03-31,2015-03-27,2015-03-30,2016-03-24,1282,255,False,hier_k20,1.819,1.179,0.0,-9.55,-13.55,18.04,-0.4963,-0.7548,247,0.685,21.14
8,2010-03-29,2015-03-26,2015-03-30,2016-03-24,2016-03-29,2017-03-28,1282,260,True,hier_k30,0.0,-0.5055,1.5948,15.2,13.03,9.66,1.0791,1.387,245,0.4593,12.53
9,2011-03-28,2016-03-24,2016-03-29,2017-03-28,2017-03-29,2018-03-28,1280,255,False,hier_k30,1.579,1.0734,0.0806,2.81,11.1,8.98,0.3422,0.5303,230,0.3782,12.65
10,2012-03-27,2017-03-24,2017-03-29,2018-03-28,2018-03-29,2019-03-28,1280,255,True,hier_k30,0.1096,0.3685,0.1435,4.0,-6.72,11.3,0.4349,0.6303,232,0.4488,17.68
11,2013-03-27,2018-03-26,2018-03-29,2019-03-28,2019-03-29,2020-03-27,1280,256,True,hier_k20,0.3428,0.6039,0.0,-7.9,-13.85,29.94,-0.4567,-0.4436,251,0.7261,16.56
12,2014-03-27,2019-03-26,2019-03-29,2020-03-27,2020-03-30,2021-03-26,1280,255,True,hier_k30,0.0,-0.6845,4.513,31.05,49.58,12.01,1.6472,2.3568,249,0.6002,18.75
13,2015-03-27,2020-03-26,2020-03-30,2021-03-26,2021-03-29,2022-03-28,1281,259,False,hier_k30,4.1936,1.6062,0.0,-0.25,-4.74,15.5,0.0836,0.1042,246,0.5658,23.86
14,2016-03-29,2021-03-26,2021-03-29,2022-03-28,2022-03-29,2023-03-28,1281,258,True,hier_k30,0.0,0.0725,0.0475,3.08,4.39,13.15,0.2944,0.4193,245,0.4378,18.86
15,2017-03-27,2022-03-25,2022-03-29,2023-03-28,2023-03-29,2024-03-28,1281,256,False,hier_k30,0.0425,0.2836,5.6562,19.31,23.01,7.09,1.9604,2.7769,225,0.3617,18.86
16,2018-03-27,2023-03-24,2023-03-29,2024-03-28,2024-04-02,2025-03-28,1283,255,False,hier_k30,5.6299,1.9515,1.1737,9.65,9.15,7.38,0.8597,1.2909,225,0.4057,19.14
