,0
2020-04-03,-0.01419237080432878
2020-04-06,0.07149451313153277
2020-04-07,-0.00040718093699321223
2020-04-08,0.021232409668436647
2020-04-09,0.0014457938625394018
2020-04-13,0.010803563284932372
2020-04-14,0.04349126728511732
2020-04-15,-0.011470159374884936
2020-04-16,0.018240008414616815
2020-04-17,0.009566288919077737
2020-04-20,-0.0118442412318005
2020-04-21,-0.03689966504006725
2020-04-22,0.029674534113272255
2020-04-23,-0.0021331753646667284
2020-04-24,0.01577044678072914
2020-04-27,0.00804339437869328
2020-04-28,-0.01883450660870567
2020-04-29,0.03546104635065617
2020-04-30,-0.0004110638353674867
2020-05-01,-0.028184913945285217
2020-05-04,0.01165747200081646
2020-05-05,0.011336911679354245
2020-05-06,0.006156578281637293
2020-05-07,0.012876709742746018
2020-05-08,0.01370473234825309
2020-05-11,0.008938885975046107
2020-05-12,-0.02093728579611087
2020-05-13,-0.012515467441754136
2020-05-14,0.01135237914356435
2020-05-15,0.0064914066540191495
2020-05-18,0.018631973225955667
2020-05-19,-0.00250630444185429
2020-05-20,0.019968517182383128
2020-05-21,-0.01089082355319182
2020-05-22,0.0034515729056698863
2020-05-26,-0.0026996379183044095
2020-05-27,0.005457570687962043
2020-05-28,-0.0013025812693197025
2020-05-29,0.014652740713967383
2020-06-01,0.002999664472506991
2020-06-02,0.0067076720410517154
2020-06-03,0.0044984399809542275
2020-06-04,-0.007013348215425652
2020-06-05,0.01982733877673515
2020-06-08,0.007760074307744391
2020-06-09,0.007244926842916888
2020-06-10,0.012001688871478455
2020-06-11,-0.0495492426793791
2020-06-12,0.007948022724279413
2020-06-15,0.012167225903266798
2020-06-16,0.01717270202166077
2020-06-17,0.0031706826893020956
2020-06-18,0.0027090734301720154
2020-06-19,-0.0001638816581932545
2020-06-22,0.011992844621054877
2020-06-23,0.008510976250740931
2020-06-24,-0.020615572985069885
2020-06-25,0.00951942294117658
2020-06-26,-0.023615153629943486
2020-06-29,0.010906787222074499
2020-06-30,0.019601472192640967
2020-07-01,0.011672076154975342
2020-07-02,0.006786575260024907
2020-07-06,0.02458482497607406
2020-07-07,-0.0068888363115560125
2020-07-08,0.013171478011738236
2020-07-09,0.008423549367312821
2020-07-10,0.006827466246141611
2020-07-13,-0.020570505833626962
2020-07-14,0.007078041729805529
2020-07-15,0.0020356894203923392
2020-07-16,-0.006822502042542311
2020-07-17,0.0011576507841211114
2020-07-20,0.028370847647323894
2020-07-21,-0.010420425924281385
2020-07-22,0.00352278064819167
2020-07-23,-0.026120002892048744
2020-07-24,-0.00949580773892389
2020-07-27,0.017842977067984656
2020-07-28,-0.012724810670850406
2020-07-29,0.011526128307556727
2020-07-30,0.005235475418436941
2020-07-31,0.017845432563032615
2020-08-03,0.013506568196855584
2020-08-04,0.0037125266548396763
2020-08-05,0.0024777870151841963
2020-08-06,0.01324504388901282
2020-08-07,-0.011542334396408838
2020-08-10,-0.0042730212209699525
2020-08-11,-0.01894130023260976
2020-08-12,0.02515159755543106
2020-08-13,0.0022806203704595074
2020-08-14,-0.0011743675012958477
2020-08-17,0.01161070219154281
2020-08-18,0.009625067055297531
2020-08-19,-0.0067270606822718015
2020-08-20,0.013871696986792026
2020-08-21,0.00693014427624683
2020-08-24,0.006244130689277538
2020-08-25,0.007862640494742168
2020-08-26,0.021339126835239197
2020-08-27,-0.003117110310225324
2020-08-28,0.005084998944616892
2020-08-31,0.008033535060208541
2020-09-01,0.01709181092447265
2020-09-02,0.009469113065170065
2020-09-03,-0.05070028815684924
2020-09-04,-0.01332626387565583
2020-09-08,-0.04806382765750361
2020-09-09,0.029375843559132475
2020-09-10,-0.019936476191609986
2020-09-11,-0.00694016023424926
2020-09-14,0.01741585827904446
2020-09-15,0.014173376378995961
2020-09-16,-0.01594656262845362
2020-09-17,-0.015622174904663777
2020-09-18,-0.01276265102969587
2020-09-21,0.0023982270473499323
2020-09-22,0.018578742399739223
2020-09-23,-0.030534306573394066
2020-09-24,0.004656091408017371
2020-09-25,0.02324883488727192
2020-09-28,0.020769033011327043
2020-09-29,-0.004509172970511344
2020-09-30,0.006849025739759984
2020-10-01,0.015872009753434835
2020-10-02,-0.0281304110950491
2020-10-05,0.02132582489357393
2020-10-06,-0.01784668884069429
2020-10-07,0.017298984277616114
2020-10-08,0.005322861834515802
2020-10-09,0.015280165474671703
2020-10-12,0.030870390210359533
2020-10-13,-3.380108978567886e-05
2020-10-14,-0.008352681367428616
2020-10-15,-0.006710814300554091
2020-10-16,-0.005480985530502247
2020-10-19,-0.01632533746361542
2020-10-20,0.002149369048841443
2020-10-21,-0.0007736286562510797
2020-10-22,-3.5030917556189145e-05
2020-10-23,0.0019703364205596596
2020-10-26,-0.014995917265431036
2020-10-27,0.007808457959010973
2020-10-28,-0.03898678126860988
2020-10-29,0.01748615500594397
2020-10-30,-0.025362873902031402
2020-11-02,0.0022278200682976923
2020-11-03,0.017297387497140937
2020-11-04,0.04463860168246758
2020-11-05,0.026070993542178345
2020-11-06,0.0007472950551605795
2020-11-09,-0.020434052790874846
2020-11-10,-0.017914219730542746
2020-11-11,0.02236952941953252
2020-11-12,-0.004693714727826315
2020-11-13,0.008772550762291775
2020-11-16,0.007802552633363158
2020-11-17,-0.003172051647245877
2020-11-18,-0.007390368989187768
2020-11-19,0.007824390322302754
2020-11-20,-0.006840209280384202
2020-11-23,3.4718142388534545e-05
2020-11-24,0.014049944436627104
2020-11-25,0.006146418275050802
2020-11-27,0.009214558741230228
2020-11-30,0.0020400349214531044
2020-12-01,0.012815897079148098
2020-12-02,0.0012853681275215578
2020-12-03,0.0014151900521750527
2020-12-04,0.004075152019664019
2020-12-07,0.0056626095665042175
2020-12-08,0.0033846487328510477
2020-12-09,-0.02264108832881717
2020-12-10,0.004015781654903128
2020-12-11,-0.002214545224679232
2020-12-14,0.007255386039975553
2020-12-15,0.010689306331278736
2020-12-16,0.005499684636766311
2020-12-17,0.006537666422804955
2020-12-18,-0.0030226124598127235
2020-12-21,-0.001870601330758559
2020-12-22,0.0027190330788544603
2020-12-23,-0.005036012489270325
2020-12-24,0.004412552484834853
2020-12-28,0.010078735678015205
2020-12-29,0.0008955127509489014
2020-12-30,3.195398304889352e-05
2020-12-31,0.0024605790379124137
2021-01-04,-0.014120217304122273
2021-01-05,0.008244012019425151
2021-01-06,-0.013852409101254182
2021-01-07,0.024192135781744062
2021-01-08,0.01285816906773074
2021-01-11,-0.014450410371466882
2021-01-12,-0.0015900804901984866
2021-01-13,0.00675332772743209
2021-01-14,-0.005347296132282686
2021-01-15,-0.007921358245532528
2021-01-19,0.014589943097749636
2021-01-20,0.02326080649667439
2021-01-21,0.007999859356794259
2021-01-22,-0.0028802498843939484
2021-01-25,0.008266212654237215
2021-01-26,0.0014628745854603498
2021-01-27,-0.027876709641174946
2021-01-28,0.005916780531055155
2021-01-29,-0.02103820144179913
2021-02-01,0.024987278422104353
