date,QQQ Buy-and-Hold,Equal-Weight Monthly,Inverse Volatility,Momentum Top-20%,Supervised + MVO
2023-05-09,-0.006333329915333641,-0.00666534227638484,-0.006665342276384838,-0.006665342276384838,-0.006665342276384838
2023-05-10,0.010881904625048122,0.006294913407036838,0.0062395355797650156,0.0062395355797650156,0.0062395355797650156
2023-05-11,0.003260254206904234,-0.001998266168310896,-0.002030628721174316,-0.002030628721174316,-0.002030628721174316
2023-05-12,-0.0035869591781793053,-0.0018096073235906933,-0.0018568773766197179,-0.0018568773766197179,-0.0018568773766197179
2023-05-15,0.0054148866531891215,0.010036709797798034,0.010124443250429372,0.010124443250429372,0.010124443250429372
2023-05-16,0.0011322378432274682,-0.009775721867420942,-0.009967343313818693,-0.009967343313818693,-0.009967343313818693
2023-05-17,0.012104220638321284,0.012045536285411254,0.012037335313213313,0.012037335313213313,0.012037335313213313
2023-05-18,0.01857317987821072,0.01701970359857239,0.016733438894146652,0.016733438894146652,0.016733438894146652
2023-05-19,-0.0022531585193313886,-0.0029097144983176717,-0.0028937990417449762,-0.0028937990417449762,-0.0028937990417449762
2023-05-22,0.0033578721855225258,0.00568207095036301,0.005694669524662343,0.005694669524662343,0.005694669524662343
2023-05-23,-0.012676456953295556,-0.013321740697677735,-0.013193239369778561,-0.013193239369778561,-0.013193239369778561
2023-05-24,-0.005129487813314015,-0.006696125573696671,-0.006757053975106801,-0.006757053975106801,-0.006757053975106801
2023-05-25,0.02433302075038246,0.006326935658564471,0.005414562793000641,0.005414562793000641,0.005414562793000641
2023-05-26,0.025550507134952216,0.026322681444044236,0.025009429927791007,0.025009429927791007,0.025009429927791007
2023-05-30,0.0045351742441064324,-2.3124032892354033e-05,-0.00012225099751378424,-0.00012225099751378424,-0.00012225099751378424
2023-05-31,-0.0056863389685901655,-0.004736011883406908,-0.003930172872684296,-0.003930172872684296,-0.003930172872684296
2023-06-01,0.011552172281008577,0.00730817571413413,0.007053762213152656,0.007053762213152656,0.007053762213152656
2023-06-02,0.007499877290276791,0.011787143994531265,0.011825373594617083,0.011825373594617083,0.011825373594617083
2023-06-05,0.0007047127589219215,0.00037962186971568913,0.00037390630893131507,0.00037390630893131507,0.00037390630893131507
2023-06-06,-0.0001688651180254963,0.00269416480060637,0.002729843146248161,0.002729843146248161,0.002729843146248161
2023-06-07,-0.016965593253765676,-0.010101050409647122,-0.009940680279003201,-0.028355891679289584,-0.009940680279003201
2023-06-08,0.012413339878417862,0.008603391399941873,0.008534314515843093,0.01703192243388205,0.008534314515843093
2023-06-09,0.0038225968624998607,-0.0008793506558709718,-0.0009098278204165521,0.006696067549685133,-0.0009098278204165521
2023-06-12,0.016897079397013792,0.015324070828723644,0.015313181835562196,0.024577973412124636,0.015313181835562196
2023-06-13,0.007683999996213942,0.009307775098477208,0.009378194722785164,0.012213143525014332,0.009378194722785164
2023-06-14,0.007267610536071167,0.002064766308786644,0.0020635957165294865,0.005907148599118189,0.0020635957165294865
2023-06-15,0.011915955453925209,0.011002295853820659,0.011153328134067268,0.0033793105316419292,0.011153328134067268
2023-06-16,-0.006293012866515735,-0.004896475435000194,-0.004929234641352736,-0.008499010877039212,-0.004929234641352736
2023-06-20,-0.0014314814116924701,-0.007747403466779398,-0.007636673674267965,-0.011757490148620665,-0.007636673674267965
2023-06-21,-0.013627897630562269,-0.010724689331689248,-0.010637582552232535,-0.02686541216209349,-0.010637582552232535
2023-06-22,0.01179893533619536,0.0031564193657011123,0.003130827987346682,0.006941799964158853,0.003130827987346682
2023-06-23,-0.009913292844106913,-0.012402775524996117,-0.01249365045583037,-0.015274190726655142,-0.01249365045583037
2023-06-26,-0.013405492347018155,-0.0014791247173509693,-0.0013491941845326148,-0.006274032522730043,-0.0013491941845326148
2023-06-27,0.017194095330178127,0.01631440074863797,0.016425487945883874,0.026489921224892878,0.016425487945883874
2023-06-28,0.0019514597378609277,0.0012423146932071456,0.0013810610718064148,0.0019117206088946255,0.0013810610718064148
2023-06-29,-0.0020023837578159176,0.0003322087162961523,0.00021331754772098803,0.0006773218068855246,0.00021331754772098803
2023-06-30,0.015420016842055073,0.011957235369316949,0.011994935294799584,0.011156014110143959,0.011994935294799584
2023-07-05,0.002328034803378287,0.002859912904696002,0.002769249432562613,0.010694698590728677,0.002769249432562613
2023-07-06,-0.007615989998387085,-0.012837790508950744,-0.012823404757594026,-0.013062451284618094,-0.012823404757594026
2023-07-07,-0.003319863135415657,-0.0002845626309528649,-0.00020051461467135955,0.0022467526233779945,-0.00020051461467135955
2023-07-10,0.0003274166857329952,0.01742876557579426,0.017384368378046227,0.020359379214064756,0.019893193644864235
2023-07-11,0.004940505089912284,0.007954059829952023,0.007983861869902024,0.008183396391226875,0.008261031915891124
2023-07-12,0.012630040362953565,0.005839250137279423,0.006001260116671011,-0.003819999796469404,0.0070032207002538645
2023-07-13,0.016978768894680085,0.011371727175933228,0.011395946757204282,0.01202454955988655,0.011043381904416495
2023-07-14,-0.0002109544340057612,-0.0026204541119411815,-0.0024945777514608844,-0.005698168312476258,-0.014926978580392481
2023-07-17,0.009338542005460804,0.011014994149006111,0.01098144463488693,0.015859069606144686,0.013893138868693413
2023-07-18,0.008180755651387095,0.0034688133599196738,0.0035502310763485647,0.007303436077229172,-0.0009101996113299613
2023-07-19,-0.00023353027344963362,0.00017432164449284967,0.00037960775505150907,-0.006386163256727961,0.004702861634103261
2023-07-20,-0.02305180177195132,-0.015786479405765275,-0.015498500122446048,-0.023440734003897932,-0.020592548104702596
2023-07-21,-0.0029992295142338143,0.004418146514775006,0.004466663440359192,0.0029018763217430934,0.0002636028022796985
2023-07-24,0.001597314328187549,-0.00015372162870972304,-0.0001409820070900305,0.004162124302192662,0.0013263275912591779
2023-07-25,0.006777821434182041,0.0060722248250902775,0.005978814626733364,0.004527517807955945,0.011462884944636743
2023-07-26,-0.0033266362258638216,-0.001785950705291107,-0.0017554598181620514,0.0038844810423161367,0.0007382344145476455
2023-07-27,-0.0023838536012582567,-0.0034931536500561844,-0.0034052471559442607,-0.01205162636774244,-0.004968524866454798
2023-07-28,0.018214601851070267,0.014599365633670851,0.0146149641827913,0.018505881249596935,0.02583597116827687
2023-07-31,0.0005216735234934156,0.003069495307519837,0.003080241970952603,0.004027494813489963,0.0071079211283834225
2023-08-01,-0.0023196635385804854,-0.0039005757099041974,-0.003947779047608471,-0.004715430398346161,-0.006123184295958001
2023-08-02,-0.021944196206930777,-0.02091765182542044,-0.02089877204001505,-0.030825422417540098,-0.031222337850556264
2023-08-03,-0.0016026874180350426,-0.0008308467598309948,-0.0007308370084702503,-0.0003099208642860548,0.0018095421610700854
2023-08-04,-0.00468160821044572,-0.005904930963077306,-0.005935574754327075,-0.006014052219776561,-0.012100736991943322
2023-08-07,0.008466714942745313,0.007627854216480872,0.007467807054644894,0.010331314835480098,0.004087983909153732
2023-08-08,-0.008502552268350283,-0.009961153622182277,-0.010034667716047522,-0.004851973076587528,0.0002132361940641987
2023-08-09,-0.010994359633448747,-0.005431460550423857,-0.005364958366424686,-0.006658525390223436,-0.008577908769716253
2023-08-10,0.001848062161708297,0.00206977059774574,0.002061081451983429,0.009212425238826387,0.0061194335814434234
2023-08-11,-0.006375394853595284,-0.005594151886489851,-0.005763841815758783,-0.007461691489388975,-0.010703017497694868
2023-08-14,0.011221993334097347,0.007336438359599891,0.0077498536681285405,0.0013037094107729826,0.01043537288671635
2023-08-15,-0.010611573839756638,-0.01233609322325575,-0.012640302745833927,-0.010292158455088704,-0.01522514779591073
2023-08-16,-0.010588854328772879,-0.009992655284151464,-0.009959118531766769,-0.008226746615852404,-0.015025491670211957
2023-08-17,-0.010923053892317847,-0.011176625569001383,-0.011173373611912575,-0.008211847620332433,-0.010235885941243038
2023-08-18,-0.0012548836666861352,0.0004954001756118522,0.0005139976024839496,-0.0034635242405671794,-0.0008753839674074842
2023-08-21,0.016111340761552073,0.010941681609018584,0.011474118613116356,0.005731719797179128,0.011790078784605551
2023-08-22,-0.0014288373860473769,-0.0015330836295413548,-0.0015303250870899883,-0.0016273703388404693,-0.004895730941303111
2023-08-23,0.015768599674285788,0.012759737760490952,0.012854089732531236,0.01054516137967074,0.01457894510818319
2023-08-24,-0.021375683542329993,-0.021852839476285146,-0.022223423232817886,-0.020245892170764845,-0.021841985427451385
2023-08-25,0.007751440724478531,0.008889900862263832,0.009039038718470744,0.0023527514282196287,0.007846975981580578
2023-08-28,0.007526983654758901,0.007581109493468279,0.0076074585267387525,0.007133439584550091,0.006197511289724553
2023-08-29,0.021840024007488745,0.017687390811363654,0.017997730453376555,0.014048527497371437,0.020241157814111666
2023-08-30,0.005576606866945832,0.0050003633127408825,0.0050404950309660594,0.007165308727914203,0.0034410910255599845
2023-08-31,0.0029985983525464555,0.0006108310543807145,0.0006138913813197901,0.00012062055519466012,0.004150261990351973
2023-09-01,-0.0010583368654937253,0.002235998896439882,0.002202512489621916,0.004766622408333699,0.00366178970676558
2023-09-05,0.0012712841233055716,-0.003823947417165667,-0.0037989049436128004,-0.00013308641522071836,-0.007869676421442493
2023-09-06,-0.008807885063728649,-0.002255302273255583,-0.0022235851957274734,-0.004184954530185763,-0.005244491566369461
2023-09-07,-0.007151543888328948,-0.007358389763029858,-0.007405599879438816,-0.002665569957779072,-0.008684190704750789
2023-09-08,0.0013974166774486374,-0.00028150602726277136,-0.00037253855890123096,-0.005225550043149827,-0.0037172030576931147
2023-09-11,0.011782730235780914,0.008103580834746943,0.007998485664608194,0.00901381879764595,0.007850369335294219
2023-09-12,-0.011088371619086823,-0.008136851634636117,-0.008071829846681144,-0.015054926128029127,-0.00922715835223553
2023-09-13,0.003809112920421187,0.00028178383637830095,0.00031114604194974543,-0.0033100050985817356,0.0020388242727847885
2023-09-14,0.00817739002650475,0.00882915141216548,0.008822413178079464,0.006167671099176631,0.004123481498397803
2023-09-15,-0.017123026159458266,-0.015348033757799766,-0.01536729861661028,-0.01733044467773317,-0.022751513637816828
2023-09-18,0.0010424061654841221,-0.0007279750703166262,-0.0007121525826985679,-0.0057083495209572736,-0.0017352976617507297
2023-09-19,-0.0021312941985469624,-0.003316335354384237,-0.0033256660595544717,-0.0075000765690017915,-0.006882975292276267
2023-09-20,-0.014410585782551166,-0.008901253019974718,-0.009007447265850824,-0.017209464960246938,-0.015724355778892293
