Asset,Asset Code,Model,Benchmark,N,NW_lags,Mean(strategy - benchmark),SE_HAC,t_HAC,p_HAC_right,p_ttest_right_legacy,Delta Sharpe,p_SB_right_DeltaSharpe,DeltaSharpe_q05,DeltaSharpe_q50,DeltaSharpe_q95,Delta IR2,p_SB_right_DeltaIR2,DeltaIR2_q05,DeltaIR2_q50,DeltaIR2_q95,Significant_HAC_10pct,Significant_SB_Sharpe_10pct,Significant_SB_IR2_10pct
NIKKEI 225,NKY,LSTM-1,QQQ Buy-and-Hold,3916,9,4.399316562898374e-05,0.00010530828141392739,0.417755992580138,0.3380627646829536,0.3452007478386809,0.05662353578133272,0.35564435564435565,-0.14797969732039662,0.04684498676413196,0.2347085957619797,0.006022942620677152,0.36363636363636365,-0.14122203560341048,0.019667888019602717,0.19948057668756114,False,False,False
NIKKEI 225,NKY,LSTM-2,QQQ Buy-and-Hold,3916,9,-5.07568784481223e-05,9.95548455920606e-05,-0.5098383523802091,0.6949176429202139,0.6892447184554631,0.013056524184577811,0.5004995004995005,-0.19997528964951702,-3.184252718399505e-05,0.18402754068052196,-0.02878705415419408,0.4725274725274725,-0.1743710947186428,0.0024234735722181155,0.13397425514923325,False,False,False
NIKKEI 225,NKY,LSTM-NC-1,QQQ Buy-and-Hold,3916,9,-1.9468627630220073e-07,0.00012322193298119167,-0.0015799644721684184,0.500630314367239,0.5006016972017245,-0.07051083755867477,0.7402597402597403,-0.284692739343147,-0.08160965669695769,0.1152406081783404,-0.08282002294230846,0.7612387612387612,-0.2584645023274644,-0.029938371204995616,0.05935923276469622,False,False,False
NIKKEI 225,NKY,LSTM-NC-2,QQQ Buy-and-Hold,3916,9,-7.378107522994159e-07,0.00011683673269319586,-0.006314886896374014,0.5025192586351582,0.5024119295776559,-0.06235100771804286,0.7212787212787213,-0.2736007695704175,-0.07182077624089303,0.11531841869110174,-0.07589426739474156,0.7272727272727273,-0.2519456436143799,-0.027810639871712256,0.06499600972863234,False,False,False
NIKKEI 225,NKY,Transformer,QQQ Buy-and-Hold,3916,9,-2.8100608923053072e-05,0.00010719331287430326,-0.2621488987471106,0.6033966755867036,0.5983359243173432,-0.04274937578078941,0.6913086913086913,-0.24966449353805292,-0.05289814889403735,0.12535746320631852,-0.0487894143648068,0.6903096903096904,-0.22452667117637182,-0.018287540212329253,0.0800488075445547,False,False,False
