date,QQQ Buy-and-Hold,Equal-Weight Monthly,Inverse Volatility,Momentum Top-20%,Supervised + MVO
2021-03-30,-0.005033252613983685,-0.004132460075054322,-0.004132460075054322,-0.004132460075054322,-0.004132460075054322
2021-03-31,0.015302945807325496,0.012628734598152397,0.012651995813327464,0.012651995813327464,0.012651995813327464
2021-04-01,0.017046445427479018,0.018361061535404233,0.018212164013122246,0.018212164013122246,0.018212164013122246
2021-04-05,0.019964807547565577,0.012158140670828316,0.01216576647162784,0.01216576647162784,0.01216576647162784
2021-04-06,-0.0006946637735308903,1.6338293879234348e-05,0.00013344386319969487,0.00013344386319969487,0.00013344386319969487
2021-04-07,0.002418012900182953,-0.00538432145450014,-0.005385174792539738,-0.005385174792539738,-0.005385174792539738
2021-04-08,0.010433681002733453,0.010051491841660798,0.01006133816569914,0.01006133816569914,0.01006133816569914
2021-04-09,0.006058397950933214,0.0015858817756353005,0.0015368594811472909,0.0015368594811472909,0.0015368594811472909
2021-04-12,-0.0013052839216132206,-0.002289392917124919,-0.002400969410009005,-0.002400969410009005,-0.002400969410009005
2021-04-13,0.011673164455807461,0.008099416182847105,0.007953300949711157,0.007953300949711157,0.007953300949711157
2021-04-14,-0.012008116620398579,-0.006432876559738344,-0.006299734965507957,-0.006299734965507957,-0.006299734965507957
2021-04-15,0.015155223062042644,0.014268279829003685,0.0141216701459666,0.0141216701459666,0.0141216701459666
2021-04-16,0.0011713251512195377,0.0001969327934424122,0.00017058939312952103,0.00017058939312952103,0.00017058939312952103
2021-04-19,-0.009151911369958299,-0.011304647450555459,-0.011146833064420275,-0.011146833064420275,-0.011146833064420275
2021-04-20,-0.007288742954823735,-0.007022518831523426,-0.007142198439444817,-0.007142198439444817,-0.007142198439444817
2021-04-21,0.008561004850243359,0.01284380351006666,0.012892509158572684,0.012892509158572684,0.012892509158572684
2021-04-22,-0.012054479683146102,-0.00711125648582298,-0.0071029049641702785,-0.0071029049641702785,-0.0071029049641702785
2021-04-23,0.01258928918616431,0.011749340929753351,0.011777546027612343,0.011777546027612343,0.011777546027612343
2021-04-26,0.006511059102916716,0.0056842297825141835,0.005811350899881016,0.005811350899881016,0.005811350899881016
2021-04-27,-0.00433208595441037,-0.004223512070500523,-0.004377768182302712,-0.004377768182302712,-0.004377768182302712
2021-04-28,-0.0033808592673355564,-0.004020778644063606,-0.00397288792471768,0.00039045689284647987,-0.00397288792471768
2021-04-29,0.003598841966699906,0.00086855695721149,0.0010848168677894982,-0.008000495321094524,0.0010848168677894982
2021-04-30,-0.006554646300938827,-0.010825984844461407,-0.010852476339510371,-0.014298613066578762,-0.010852476339510371
2021-05-03,-0.00532565075231517,-0.0030032935208989214,-0.0031013559572515624,-0.0060673217268440716,-0.0031013559572515624
2021-05-04,-0.017995604074475646,-0.014649237123604168,-0.014629316824720368,-0.022055946187099905,-0.014629316824720368
2021-05-05,-0.0033623564864664335,-0.005546322453060191,-0.005540849669546293,-0.013093967619253861,-0.005540849669546293
2021-05-06,0.007537393679956095,0.004406559223440888,0.0043263541671189915,0.0026183852498566293,0.0043263541671189915
