Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2021-06-02,324.0173645019531,324.8626984869255,322.29754810675115,323.8035994992287,22047900
2021-06-03,320.64569091796875,322.4529523972083,318.97444552465936,321.1800885418261,37057800
2021-06-04,326.0870666503906,326.5340191579672,322.3753415005607,322.4433643926446,38736500
2021-06-07,327.0586853027344,327.11698216036723,324.8627381568233,325.55260407382696,32611900
2021-06-08,327.2141418457031,329.672424763602,325.53317010363384,328.80763865191,27282800
2021-06-09,327.2918701171875,329.3614975041773,327.10725351865176,328.58418630693745,21485300
2021-06-10,330.70233154296875,330.80919921314654,327.1849500123101,327.6319023964916,33702100
2021-06-11,331.567138671875,331.57686469884146,330.0610871181342,330.7120785694204,21222800
2021-06-14,334.7444763183594,334.75417269311424,330.80926044650096,331.99467932594035,27827700
2021-06-15,332.5582275390625,334.7055740598569,331.8391835882948,334.3946377380395,35963800
2021-06-16,331.3436584472656,334.09342554312184,327.8845734311439,333.0246004757765,55399500
2021-06-17,335.5508728027344,336.5614009161053,330.28452654871006,330.3330973709085,59722700
2021-06-18,332.9176940917969,335.0358919274077,332.1695018053768,333.8893477396018,55414900
2021-06-21,334.98681640625,335.3078507278584,330.8914171304185,333.1093563944914,32992600
2021-06-22,338.1094055175781,338.55687634113093,334.4809227066749,334.7824823580813,28941600
2021-06-23,338.2747802734375,339.4226841604255,337.4382030490518,338.0510596927785,27188500
2021-06-24,340.3663024902344,341.8935458475752,339.66589909768425,340.2106539933438,32581600
2021-06-25,339.94793701171875,341.1736502003883,339.34481772424994,340.9304550240276,28682800
2021-06-28,344.08233642578125,344.2185400064888,341.1737309280916,341.2320954092753,39130300
2021-06-29,345.32745361328125,345.3566358503896,343.0706246741043,343.90720192915234,29426000
2021-06-30,344.7827453613281,345.5609879343318,344.19907085330505,345.17185180437065,32724000
2021-07-01,344.9189147949219,345.4247501521042,343.0803447297176,344.43252436754494,29290000
2021-07-02,348.87811279296875,349.1991173877625,346.5823347175793,346.815792604702,32727200
2021-07-06,350.385986328125,350.6681011268903,346.7866847989338,349.4813071344415,38842400
2021-07-07,351.125244140625,352.8859750262376,349.1699452188582,352.58441535103856,35265200
2021-07-08,349.0046081542969,349.8606601338512,344.77303480273366,346.05708308514676,50890000
2021-07-09,351.18359375,351.66024682541456,347.83722554080236,348.42089993764625,35184500
2021-07-12,352.55523681640625,353.0124449879468,351.00848919264126,352.5844190534444,25717700
2021-07-13,352.55523681640625,355.5222064339703,351.6991849474015,352.1758380479959,39723000
2021-07-14,353.1875,355.541612696832,352.3606304579578,354.899573864902,35336400
2021-07-15,350.70697021484375,353.30430836032497,348.7030438738913,353.1000326773512,53391600
2021-07-16,347.8664245605469,352.5454978947028,347.5162080307777,351.56297977405853,47262000
2021-07-19,345.0162048339844,345.5123028914568,342.457786391463,344.4130557565104,64404600
2021-07-20,349.0240478515625,350.47348181147095,344.16985124566145,345.9500568175087,42183700
2021-07-21,351.7186279296875,351.7186279296875,348.3722595622353,348.59600983623227,30259900
2021-07-22,354.04364013671875,354.05334775915543,351.9229550946191,351.9229550946191,30252200
2021-07-23,358.1779479980469,358.4600330913524,354.01444683189067,355.36659687870036,31960800
2021-07-26,358.4599914550781,358.84912752891137,356.62145115994775,357.4872106443237,28438100
2021-07-27,354.5104675292969,358.19731473782406,350.35670457892274,358.19731473782406,57933100
2021-07-28,355.87249755859375,357.44842788118666,353.3529980663052,355.6487769047167,42066200
2021-07-29,356.5047607421875,357.67208002910337,355.30822952835405,355.30822952835405,25672500
2021-07-30,354.64678955078125,355.23046410998177,352.5455789498122,352.5747611934261,36484600
2021-08-02,354.6759338378906,356.8938731759574,353.9657930700533,356.3101986792202,27334100
2021-08-03,356.8257141113281,356.9424430545556,352.1466409531741,355.33736071135064,35558500
2021-08-04,357.34136962890625,358.29470569793517,355.6779224282119,356.78687733303474,29602200
2021-08-05,359.60784912109375,359.8413069858349,357.4482748115066,358.1583857123978,21443900
2021-08-06,358.0320129394531,359.3160909045656,356.92305810552386,358.34330996498073,33332100
2021-08-09,358.6934814453125,359.21876171206867,357.38995871257845,358.4891760991038,25960200
2021-08-10,356.8548889160156,359.50085375942217,355.668095206394,359.20903140743025,35130800
2021-08-11,356.2420959472656,358.6156837906482,354.90939082350536,358.1195857036136,34249800
2021-08-12,357.5261535644531,357.88607773805813,354.38406065299455,355.7362403180687,25969200
2021-08-13,358.78106689453125,359.11180884568955,357.38025999143855,357.87638776163493,19336200
2021-08-16,358.93670654296875,358.9755964043206,353.8004245874079,357.66236594114577,34856900
2021-08-17,355.7751770019531,357.1565092853994,353.3432246989245,356.18372836418797,44793900
2021-08-18,352.35101318359375,356.64098114456954,352.02027119148795,355.24017406805007,38541900
2021-08-19,354.0533142089844,355.72649847904336,350.16219076111844,350.41512328504285,48499400
2021-08-20,357.7207336425781,358.11957737690517,354.81209854334776,355.123395558469,39486000
2021-08-23,363.07098388671875,363.7616499332812,358.75183481668364,358.7615424374541,34034700
2021-08-24,364.1799621582031,364.78308153545163,363.1974439996376,363.6643894950472,21732900
2021-08-25,364.5982360839844,365.1722028869527,363.6838197467014,364.43287997078824,20441900
2021-08-26,362.2830810546875,364.42318125334026,361.8453177686198,363.74225242568974,29133300
2021-08-27,365.8045654296875,366.3104008483986,362.4290142656199,362.9154047521604,27104700
2021-08-30,369.9096374511719,370.3960278524123,366.57297673660787,366.5924513522826,27295700
2021-08-31,369.6080627441406,370.2208896877699,368.06131520662314,370.1528175964197,29628200
2021-09-01,370.220947265625,372.292975362787,370.01667158597905,370.6684478607396,28138300
2021-09-02,370.04583740234375,371.90385242844053,368.82986131355653,371.57311049472037,25453400
2021-09-03,371.1840515136719,371.5828952841884,368.8785653046424,368.89801023725784,24605400
2021-09-07,371.709228515625,372.36100466350325,370.133328491304,371.2909399288063,23970200
2021-09-08,370.4154968261719,371.53418888426035,368.1489304715028,371.53418888426035,32949200
2021-09-09,369.14117431640625,371.74822003890034,368.8979790881083,370.6392652350587,29399000
2021-09-10,366.3395080566406,371.57307336978687,366.0087661559658,370.85322509696016,40249400
2021-09-13,366.0865478515625,369.1021739596268,364.03399482381553,368.6741480765771,48741800
2021-09-14,365.0457763671875,368.30456868919237,364.0924403813574,367.57498300153435,41826600
2021-09-15,367.759765625,368.10998214644303,363.2071586546367,365.5029367552347,34097900
2021-09-16,368.0127868652344,368.58672410704304,364.5010616178322,366.4271490459884,35193100
2021-09-17,363.6546325683594,367.5846753036887,362.6137796767994,367.5360481385658,60912300
2021-09-20,356.140380859375,359.5975697093395,351.4950526781873,357.8543531283974,76203200
2021-09-21,356.57861328125,359.1690828510137,355.448932811139,357.97122509015963,41927500
2021-09-22,359.9092712402344,361.3700605255151,356.3936229060116,357.49408892276324,46972900
2021-09-23,363.2301330566406,364.2624217662408,360.42541289477083,361.0681637418522,44652000
2021-09-24,363.5709533691406,363.9897355404202,360.5909456823758,360.96101704684764,36056800
2021-09-27,360.6688232421875,361.54529073029505,358.1173164506575,360.52275028080777,43338100
2021-09-28,350.4627380371094,360.6200833019486,349.9563419053026,356.11113975261696,97701600
2021-09-29,349.8881530761719,353.8712338755902,349.264898605271,351.7287613395752,58076600
2021-09-30,348.6027526855469,353.19937090404613,347.76524774650244,351.53407941187163,61384600
2021-10-01,350.7646179199219,351.8066544513317,345.11624615160935,349.2259333799446,56375500
2021-10-04,343.40228271484375,349.47915560995733,341.1624180751223,349.1480469939881,76766000
2021-10-05,348.0378723144531,350.28748511975874,344.2398266509391,344.46379528915065,47232900
2021-10-06,350.26806640625,350.54074588287847,343.91848331930527,344.8241655395533,56806500
2021-10-07,353.4817199707031,356.1306185203988,352.7805400687299,353.3161508089224,39411200
2021-10-08,351.7190246582031,354.79642358024233,351.18338421693574,354.5626771412162,41822300
2021-10-11,349.02142333984375,353.705683853654,348.9337498557894,350.18028848009146,34847200
2021-10-12,347.80419921875,350.91078370939994,347.1614483765982,350.4725647623648,43905100
2021-10-13,350.5893859863281,351.2613513537217,348.0865601813886,350.1122043879703,40120800
2021-10-14,357.04608154296875,357.26033180274175,353.5207152211108,354.18293248956167,43433900
2021-10-15,359.2957458496094,359.41260424079195,357.2311683524908,358.2634571010501,40419900
2021-10-18,362.9086608886719,363.1229111226902,357.39661370422544,358.00040171286963,34513500
2021-10-19,365.65496826171875,365.70364934087826,362.9573885840173,363.9799290049962,29091000
2021-10-20,365.17779541015625,366.7262282342256,363.697510154571,366.1126920790637,31390300
2021-10-21,367.4079284667969,367.60271223649335,364.0773459317339,364.37923997088194,25469300
2021-10-22,364.32086181640625,367.1158339560574,362.65557031560803,366.15172251662176,36275800
2021-10-25,368.0506896972656,368.9661199451462,363.7949287150079,365.7426475879739,32597800
2021-10-26,369.20953369140625,372.7056850179981,368.03117225794534,370.29053297056265,47191300
2021-10-27,370.0665588378906,373.13420989481784,369.3945934982039,369.65752482771336,45760500
2021-10-28,374.17626953125,374.42948249214265,371.1962620677873,371.9656193352318,38007000
2021-10-29,376.0168762207031,376.1824454119636,370.74832249399157,371.09889764748436,37310100
2021-11-01,377.3023376464844,377.4289441227973,374.3710410818793,376.455084729412,30765300
2021-11-02,378.8799743652344,379.357185663946,376.640109711893,376.68879079224985,25135300
2021-11-03,382.9020690917969,383.32082154186554,378.3249472974304,379.366954369954,33748900
2021-11-04,387.810302734375,388.7646956732678,383.62271908053157,384.1680779828043,40265300
2021-11-05,388.18035888671875,390.5078673750393,386.77799898721173,389.5827187862258,43383800
2021-11-08,387.65447998046875,389.17369830448143,387.01172919418167,388.15115779710675,29256300
2021-11-09,384.9860534667969,389.12495536126124,383.6226564337621,388.72566949447497,50490700
2021-11-10,379.3279724121094,385.025025946136,377.39972016193104,382.21058782342465,54937400
2021-11-11,380.3797302246094,382.48327004380786,380.0388734989367,382.307982488832,32243000
2021-11-12,384.38232421875,384.91793501078206,379.93177954519547,381.52889353659543,34730600
2021-11-15,384.29461669921875,385.88201216540347,381.85024998560954,385.5606516625978,33716900
2021-11-16,387.03125,387.52789812836994,383.3695288223204,383.5642828876192,27872900
2021-11-17,387.2356872558594,389.2710496740044,386.27157603669275,387.3525456194156,28703300
2021-11-18,391.24798583984375,391.7543819923216,387.0604026086429,389.2808006923199,45721500
2021-11-19,393.4294128417969,394.7051661593549,392.05626764934635,392.88405400619166,45191700
2021-11-22,388.862060546875,398.02608139753113,388.75495027453326,394.96817822563435,61715400
2021-11-23,387.089599609375,389.76771264525894,382.64880364382265,387.7031059947593,70098700
2021-11-24,388.336181640625,388.61857946673734,382.2787750183622,384.6062835167824,46954400
2021-11-26,380.973876953125,387.1481430813084,379.58123517626666,385.75550130445004,51533300
2021-11-29,389.2418212890625,390.25464327037014,384.8107734155601,385.5411678817304,54447100
2021-11-30,383.52532958984375,390.70266886623006,381.5094334278674,388.35566406293606,81332700
2021-12-01,377.00048828125,390.01126677277836,376.5330547377322,387.86876396554305,77766500
2021-12-02,379.7174987792969,381.49964829455416,374.29309512340205,375.71492143807603,84416600
2021-12-03,373.11474609375,382.08398259178455,368.9953102494591,381.08090862703,105349100
2021-12-06,376.1044616699219,377.46785870289807,369.384808936278,373.6016362152067,67588800
2021-12-07,387.43048095703125,388.0440171483485,382.7170049187472,382.75596761719794,56005300
2021-12-08,389.1638488769531,389.36838070104085,385.8624817431054,387.76151901360225,39204000
2021-12-09,383.43768310546875,389.73855479046233,383.2428993320278,387.9369089055424,49973700
2021-12-10,387.6057434082031,387.8686747159307,383.077273958552,386.2520647369728,52545800
2021-12-13,382.00604248046875,387.91734559606925,381.6359712068429,387.5959851172934,50166400
2021-12-14,378.0522155761719,379.892794312924,373.60167116660904,377.1757183759927,75199200
2021-12-15,386.6708679199219,387.0312208672743,373.84515609792334,377.79902293585104,73858000
2021-12-16,376.7276916503906,388.0634270727753,375.1402963895747,387.6349266445861,82591400
2021-12-17,374.8482666015625,379.0163841049065,371.790333482465,373.3095519365919,80492500
2021-12-20,371.2120361328125,372.0018673368365,368.07220266773135,370.11992532022566,65336800
2021-12-21,379.51995849609375,379.8319987033657,370.7342977336719,374.4884217455541,48899500
2021-12-22,384.1419372558594,384.3467006061864,378.56434547532643,379.22740854348325,37042200
2021-12-23,387.0379638671875,388.5103494206365,384.32717824113536,384.49292911590464,29595500
2021-12-27,393.4347229003906,393.4347229003906,388.3056695935537,388.3349215046736,32820700
2021-12-28,391.6111755371094,394.5072331846005,390.7335886228549,394.33172175330714,33113700
2021-12-29,391.5527038574219,393.01535875380046,389.1734495120229,391.7477364133884,32248500
2021-12-30,390.382568359375,393.52240182382957,389.7975004933809,391.3381504413039,23850100
2021-12-31,387.94476318359375,391.0748357128314,387.4474510943356,389.7096973634586,34752900
2022-01-03,391.679443359375,391.93297971200633,386.99895993684294,389.1149172009514,40575900
2022-01-04,386.5992126464844,392.2645605283282,383.4983912453861,392.22554806353065,58027200
2022-01-05,374.7224426269531,386.0336464702579,374.4689062551625,384.9122539075164,75739800
2022-01-06,374.45916748046875,377.70627821124435,370.66603102709007,372.8990259695072,70814300
2022-01-07,370.4027099609375,376.15584299963297,368.6280446441318,374.4689036474791,72652300
2022-01-10,370.6465148925781,371.163348228319,360.1154107632196,365.48823966894827,91770500
2022-01-11,376.2143859863281,376.38013689337964,367.82849112786386,369.91519684692526,68295700
2022-01-12,377.7063293457031,380.4853801447473,375.42459083133514,378.78867989729736,54576400
2022-01-13,368.2574768066406,379.77344317810594,367.32138607006556,379.0908590373564,77994000
2022-01-14,370.5489807128906,370.8805122336766,365.5271753703041,365.7319684702098,80121200
2022-01-18,361.32452392578125,366.8533728528349,360.5639445252238,364.727654753558,75450900
2022-01-19,357.3558349609375,365.36142397943667,357.09253804936543,362.884653494914,81791500
2022-01-20,352.71435546875,364.5618542293534,352.1780605741962,360.5834459873392,88610700
2022-01-21,342.93408203125,353.16290612795297,342.6512937420078,350.5203845165671,143388900
2022-01-24,344.5039367675781,345.1670295366128,325.8307170835743,337.2979398423168,198685800
2022-01-25,336.51788330078125,342.2905078911243,333.17328614629656,338.0390718156495,124398400
2022-01-26,335.9913635253906,347.99488320728324,332.29571355089075,344.1237217742268,146559500
2022-01-27,332.60772705078125,342.52451051417944,331.5838507758371,340.70107218408737,95255700
2022-01-28,343.0412902832031,343.25581417527985,329.5361349101255,334.4896460210948,108167900
2022-01-31,354.0111999511719,354.5962678146219,342.7682614012825,344.4064573705001,94326400
2022-02-01,356.4196472167969,357.0729793373958,350.1985149097919,355.3567884897902,74433000
2022-02-02,359.31573486328125,360.8856663417289,355.2203196629978,360.55413485583347,78777100
2022-02-03,344.74774169921875,352.9191116851506,343.68488272899515,349.6037665908934,95384800
2022-02-04,349.09674072265625,352.40232542393113,343.207108479274,345.2645621512683,86318300
2022-02-07,346.28839111328125,352.0609851751449,345.03049970055537,349.69149163040476,58198100
2022-02-08,350.1790771484375,351.271188035829,344.01641741782544,345.14754076770663,64720900
2022-02-09,357.5995788574219,357.67757401380277,353.10433798826875,354.70352139304094,55766400
2022-02-10,349.5062255859375,357.36555483432466,347.66329605020667,350.56908448096095,112468500
2022-02-11,338.4192810058594,351.1053819155982,337.19064157192065,349.5061985407709,101569100
2022-02-14,338.83856201171875,342.2416920189608,335.32821470648094,337.8634589252005,80254400
2022-02-15,347.26348876953125,347.4975040024996,343.06079658335074,344.1236554434641,55128800
2022-02-16,347.17572021484375,348.19956657899394,341.97840396522776,345.010990116602,58947100
2022-02-17,336.84942626953125,344.6599829891484,336.4301092602764,343.9579074658108,61801400
2022-02-18,333.0074768066406,338.17551145152197,330.69648716812225,337.7854761541738,80001500
2022-02-22,329.6629333496094,335.47457084479134,326.0258168342784,330.06272930116944,85967100
2022-02-23,321.218505859375,333.6608023252314,320.9064656967874,332.8222278657884,86215400
2022-02-24,332.0128479003906,332.54917246475253,310.3363248427838,310.90187155230484,130614100
2022-02-25,337.1614074707031,337.36620055902915,328.99006802157845,332.81245572798264,78842100
2022-02-28,338.165771484375,339.8624712556977,332.82222509405494,333.9826002608115,77515500
2022-03-01,332.9880065917969,339.41393357869146,330.4624926900795,337.1419560500035,67407000
2022-03-02,338.5753173828125,339.91120393884023,331.7690866739732,334.5383760527154,70609000
2022-03-03,333.7388610839844,341.3251634791002,331.8764102317942,341.2178866433013,71089400
2022-03-04,328.9023132324219,332.8124867744624,326.5815925016523,331.37908381139886,76936300
2022-03-07,316.77203369140625,330.0529652120573,316.56727033709245,328.89258994129545,89933800
2022-03-08,315.2996520996094,324.9141561737477,311.97454633796826,315.9822065421474,116153900
2022-03-09,326.6498107910156,328.0052185200381,320.89670787410046,323.49048595183797,64723400
2022-03-10,323.02239990234375,324.2315480066354,318.57593205504054,322.5836213529435,69362700
2022-03-11,316.3234558105469,326.3085322987516,315.83590423569774,325.99649214897937,66228400
2022-03-14,310.2486572265625,318.459011067277,309.5465815987618,315.0851616859707,79802600
2022-03-15,319.9800720214844,320.76017234569173,311.28216915051075,312.891083292373,76471000
2022-03-16,331.84710693359375,331.9641145488613,320.22386443984647,323.90002231362257,105243000
2022-03-17,335.8645935058594,335.9230973250604,328.64883481240923,329.94570914842143,67810000
2022-03-18,342.739013671875,343.03156248605825,333.0464854994741,334.20686068615504,85446300
2022-03-21,341.7861328125,344.1292975022892,337.3927437110103,341.9033148826508,73799100
2022-03-22,348.5032043457031,349.3721335375454,341.9033766741158,342.28412163854296,63345900
2022-03-23,343.4947204589844,349.1866175882123,343.4361443131073,345.6230963393139,70615500
2022-03-24,351.1294250488281,351.1782583615552,343.2603791523376,345.418013080194,53555300
2022-03-25,350.8365783691406,352.12531315468476,346.53105292283203,351.0708829503012,57584200
2022-03-28,356.2648620605469,356.36249890337564,349.5869131762799,350.8268146759197,56833900
2022-03-29,362.3959655761719,363.02078754209435,357.3874980509433,360.16021070035015,68073000
2022-03-30,358.3930969238281,362.1909514304634,356.90911867507566,360.5312150013469,68757700
2022-03-31,353.9509582519531,358.8910778040132,353.1113172914535,358.5395911849786,67011400
2022-04-01,353.27734375,354.9956269704437,350.0945675411485,354.2145918515675,54527800
2022-04-04,360.55084228515625,360.56061490781116,353.8533779517529,354.1169706122046,45950200
2022-04-05,352.5450744628906,359.8088135112853,351.40278018421105,359.0960974404359,62738700
2022-04-06,344.8908386230469,348.32743469763415,342.25479307972796,347.2242010427976,90077100
2022-04-07,345.7109680175781,347.90766291910876,340.4291335901036,343.8950180724638,63777400
2022-04-08,340.87823486328125,344.7248941818026,340.2436400588168,343.9731470804625,61956100
2022-04-11,332.8138732910156,337.55871907554007,332.4721593012214,336.6409865518988,66107400
2022-04-12,331.4079895019531,339.4527633976289,330.0313907037623,337.5684948177708,72790200
2022-04-13,338.1445617675781,339.19896217109505,331.027262211453,331.7497211954445,61367800
2022-04-14,330.41217041015625,338.7498556618064,330.1973812886287,338.2324132046599,73519400
2022-04-18,330.6660461425781,332.96037789450185,327.8347564420385,329.35779586148965,58560600
2022-04-19,338.05670166015625,338.63272028879857,328.9965569993193,330.0216693428287,56515700
2022-04-20,333.1263122558594,339.32587900079994,331.9059262743585,338.8670126799724,65500000
2022-04-21,326.2335205078125,339.6284760109033,325.3060451924478,337.0119760512291,75801000
2022-04-22,317.69085693359375,327.6101572728887,317.2612787059196,326.3897713521277,82562100
2022-04-25,321.77178955078125,322.0842154673369,314.79118871006705,316.06040782310845,101755900
2022-04-26,309.6265563964844,319.89731322684804,309.3531613568277,319.7118121896965,105819600
2022-04-27,309.255615234375,315.23062090695845,307.5373020442422,309.7242244356236,111204200
2022-04-28,320.239013671875,322.0744787230799,309.99751554990206,314.22494874020236,99450000
2022-04-29,305.8287048339844,319.4775113894947,305.1941101284399,316.0311428189028,91977900
2022-05-02,310.934814453125,311.16911901360544,302.3139916989888,305.418646303666,115511800
2022-05-03,311.26678466796875,313.56111635038275,308.4940711987508,310.9543586953463,78185500
2022-05-04,321.7913818359375,322.4650372818678,306.4535791498154,311.7451560851586,116083400
2022-05-05,305.58465576171875,317.54443861501284,302.28472723588106,317.4663470202801,154607400
2022-05-06,301.9234924316406,307.625132173351,297.8815597513677,303.5832292876578,139572800
2022-05-09,290.1101379394531,302.0211165594891,288.7140235832542,296.2901889871183,113387300
2022-05-10,293.63470458984375,298.51624959342763,289.54396749327356,297.2958633425316,124124600
2022-05-11,284.9259338378906,296.8857156817509,284.0570345685375,291.3695773616615,140326100
2022-05-12,284.2523193359375,288.74334606200597,278.18944964276517,280.63999442171655,120910900
2022-05-13,294.78668212890625,295.8215670757037,287.11287945019643,288.7140401872521,83684900
2022-05-16,291.3695373535156,295.09904330995386,290.09057548694534,293.0390166963272,59190400
2022-05-17,298.91644287109375,299.29718776465,293.42956303991457,297.2371907429363,62715300
2022-05-18,284.2424621582031,295.089234954732,282.98301588986214,294.396064283753,79477100
2022-05-19,282.7194519042969,287.4155240239087,280.76683456184287,282.43634384173583,79920700
2022-05-20,281.8408203125,286.8395166559795,273.5714834943717,286.185406437798,91764200
2022-05-23,286.527099609375,286.90784452461907,280.4837461279902,282.8854572848029,63648400
2022-05-24,280.4349365234375,282.0165520480936,275.5631650354643,281.3038656764981,73491100
2022-05-25,284.3597106933594,286.4392532050121,278.73616246968777,278.9411789752566,67144500
2022-05-26,292.2384948730469,293.79085205707304,283.2759873968097,283.55912528633024,59462200
2022-05-27,301.7770690917969,301.92350945921487,295.2553331764089,295.37248547034335,66985600
2022-05-31,300.97650146484375,303.9542316421927,297.1200694565291,301.74779382542323,60968300
2022-06-01,298.75042724609375,305.2428733825598,296.5342174824388,303.11452781627554,65341700
2022-06-02,306.9319152832031,307.1076436878613,296.21203568042574,297.6276951275144,59291300
2022-06-03,298.94573974609375,303.1145672232682,297.6960657856228,301.70868029341625,60914700
2022-06-06,299.9415283203125,304.94999618935617,298.3794286064155,303.3878964754592,51785000
2022-06-07,302.52880859375,303.3098735247105,295.51891843289565,296.6123795416597,44900300
2022-06-08,300.35162353515625,304.334949931698,299.5022099365459,301.72819258643807,38342100
2022-06-09,292.30682373046875,301.72819688478825,292.1408679336446,298.6626030084807,55900500
2022-06-10,281.9969787597656,287.88411855773734,281.5478851361956,286.69302084729753,85963500
